gene	pct.1	pct.2	enrich.ratio	avg_logFC	gene.score	p_val_adj
LIMS1	0.046	0.11	0.41818	-0.08471	-0.03542	0
CSNK1G2	0.023	0.118	0.19492	-0.18194	-0.03546	0
FAM117B	0.076	0.141	0.53901	-0.06581	-0.03547	0
PGP	0.021	0.107	0.19626	-0.18076	-0.03548	0
PDCD11	0.053	0.112	0.47321	-0.07498	-0.03548	0
CHCHD5	0.076	0.142	0.53521	-0.06633	-0.0355	0
CASC3	0.12	0.223	0.53812	-0.06598	-0.03551	0
MOAP1	0.143	0.251	0.56972	-0.062330000000000003	-0.03551	0
OSBPL6	0.047	0.107	0.43925	-0.08086	-0.03552	0
TCF4	0.819	0.949	0.86301	-0.04116	-0.03552	0.00122
NIPA2	0.063	0.138	0.45652	-0.07787	-0.03555	0
PRPF18	0.068	0.153	0.44444	-0.08	-0.03556	0
UTP14A	0.072	0.139	0.51799	-0.06868	-0.03558	0
LRP3	0.033	0.114	0.28947	-0.12303	-0.03561	0
RFNG	0.031	0.126	0.24603	-0.14482	-0.03563	0
MED13	0.09	0.183	0.4918	-0.07252	-0.03567	0
TNKS2	0.067	0.136	0.49265	-0.07244	-0.03569	0
RNF112	0.037	0.107	0.34579	-0.10325	-0.0357	0
NELFA	0.061	0.126	0.48413	-0.07375	-0.0357	0
NEDD4L	0.363	0.562	0.64591	-0.05532	-0.03573	0
CAB39	0.061	0.136	0.44853	-0.07967	-0.03573	0
ATAD5	0.06	0.143	0.41958	-0.0852	-0.03575	0
CEBPG	0.066	0.147	0.44898	-0.07962	-0.03575	0
GTF3C1	0.075	0.153	0.4902	-0.07298	-0.03577	0
MAGI2	0.102	0.187	0.54545	-0.06558	-0.03577	0
KDM2B	0.082	0.147	0.55782	-0.06415	-0.03578	0
GLCCI1	0.038	0.113	0.33628	-0.10643	-0.03579	0
DHX30	0.101	0.191	0.5288	-0.0677	-0.0358	0
NCOA6	0.095	0.187	0.50802	-0.07053	-0.03583	0
MAST1	0.054	0.134	0.40299	-0.08899	-0.03586	0
DLG1	0.076	0.148	0.51351	-0.06988	-0.03588	0
USP13	0.031	0.109	0.2844	-0.12623	-0.0359	0
PMM1	0.067	0.145	0.46207	-0.07771	-0.03591	0
TERF2	0.043	0.124	0.34677	-0.10358	-0.03592	0
PSMD5-AS1	0.072	0.151	0.47682	-0.07534	-0.03592	0
FEM1C	0.063	0.136	0.46324	-0.07756	-0.03593	0
SNX27	0.07	0.136	0.51471	-0.0698	-0.03593	0
TCEAL6	0.06	0.132	0.45455	-0.07909	-0.03595	0
NUP50	0.047	0.122	0.38525	-0.09342	-0.03599	0
DLG3	0.053	0.114	0.46491	-0.07742	-0.03599	0
TPR	0.327	0.502	0.65139	-0.05529	-0.03602	0
ZNF250	0.099	0.206	0.48058	-0.07496	-0.03603	0
PREPL	0.127	0.216	0.58796	-0.06128	-0.03603	0
SPCS1	0.254	0.382	0.66492	-0.0542	-0.03604	0
MXRA7	0.022	0.117	0.18803	-0.19206	-0.03611	0
BDP1	0.295	0.467	0.63169	-0.0573	-0.0362	0
MKRN2	0.05	0.102	0.4902	-0.0739	-0.03623	0
SURF1	0.043	0.111	0.38739	-0.09355	-0.03624	0
ECHS1	0.218	0.347	0.62824	-0.05776	-0.03629	0
KIF3B	0.082	0.162	0.50617	-0.07172	-0.0363	0
LSM14B	0.044	0.135	0.32593	-0.11149	-0.03634	0
GMEB1	0.11	0.192	0.57292	-0.06345	-0.03635	0
GPRASP2	0.055	0.117	0.47009	-0.07736	-0.03637	0
JOSD1	0.05	0.136	0.36765	-0.09895	-0.03638	0
RBM6	0.265	0.411	0.64477	-0.05642	-0.03638	0
ASH1L	0.267	0.41	0.65122	-0.05586	-0.03638	0
GMPS	0.112	0.195	0.57436	-0.0634	-0.03641	0
NOC3L	0.066	0.127	0.51969	-0.07007	-0.03641	0
RASA2	0.053	0.117	0.45299	-0.08056	-0.03649	0
PHAX	0.253	0.41	0.61707	-0.05919	-0.03652	0
FXR2	0.058	0.133	0.43609	-0.08384	-0.03656	0
ZFP69B	0.065	0.133	0.48872	-0.07484	-0.03657	0
YTHDF1	0.03	0.128	0.23438	-0.15612	-0.03659	0
SNIP1	0.043	0.11	0.39091	-0.09375	-0.03665	0
TBC1D5	0.068	0.132	0.51515	-0.07116	-0.03666	0
SAMD1	0.032	0.105	0.30476	-0.12032	-0.03667	0
PPP6R3	0.055	0.114	0.48246	-0.07604	-0.03668	0
LINC00599	0.088	0.169	0.52071	-0.07054	-0.03673	0
PTX3	0.047	0.113	0.41593	-0.08837	-0.03676	0
PIK3CA	0.065	0.137	0.47445	-0.0775	-0.03677	0
ATXN1	0.064	0.133	0.4812	-0.07664	-0.03688	0
PSTK	0.052	0.111	0.46847	-0.07875	-0.03689	0
MED13L	0.09	0.196	0.45918	-0.08065	-0.03703	0
ELP6	0.08	0.142	0.56338	-0.06574	-0.03704	0
RFC1	0.147	0.265	0.55472	-0.06682	-0.03707	0
IP6K1	0.058	0.109	0.53211	-0.06975	-0.03711	0
WDR6	0.097	0.187	0.51872	-0.07155	-0.03712	0
ZNF420	0.058	0.13	0.44615	-0.08321	-0.03712	0
ADGRA3	0.051	0.117	0.4359	-0.0852	-0.03714	0
TOMM40	0.072	0.163	0.44172	-0.08411	-0.03715	0
LRRFIP2	0.065	0.141	0.46099	-0.08078	-0.03724	0
EEF1B2	0.639	0.798	0.80075	-0.0465	-0.03724	5e-5
MAGEF1	0.273	0.435	0.62759	-0.05939	-0.03728	0
UTP6	0.09	0.191	0.4712	-0.07915	-0.03729	0
HTT	0.06	0.152	0.39474	-0.09449	-0.0373	0
PEX1	0.092	0.179	0.51397	-0.07259	-0.03731	0
ZNF12	0.029	0.11	0.26364	-0.14167	-0.03735	0
CAPRIN2	0.056	0.127	0.44094	-0.08474	-0.03737	0
ZNF358	0.04	0.121	0.33058	-0.1131	-0.03739	0
RRP36	0.024	0.122	0.19672	-0.19019	-0.03741	0
KLF11	0.044	0.111	0.3964	-0.09439	-0.03742	0
NFATC2IP	0.066	0.131	0.50382	-0.07429	-0.03743	0
CBL	0.055	0.117	0.47009	-0.07977	-0.0375	0
RCC2	0.074	0.131	0.56489	-0.06651	-0.03757	0
GRIK5	0.03	0.118	0.25424	-0.14795	-0.03761	0
PAN3	0.044	0.119	0.36975	-0.10175	-0.03762	0
ZBED1	0.114	0.216	0.52778	-0.07137	-0.03767	0
GLI3	0.06	0.117	0.51282	-0.07349	-0.03769	0
RP11-701H24.9	0.038	0.103	0.36893	-0.10223	-0.03772	0
GOLPH3	0.057	0.13	0.43846	-0.08605	-0.03773	0
CHST10	0.066	0.138	0.47826	-0.07891	-0.03774	0
APIP	0.079	0.149	0.5302	-0.0712	-0.03775	0
DDR1	0.109	0.197	0.5533	-0.06835	-0.03782	0
EPHB6	0.367	0.526	0.69772	-0.0542	-0.03782	0
GMCL1	0.089	0.165	0.53939	-0.07023	-0.03788	0
CACNA2D1	0.091	0.184	0.49457	-0.07662	-0.03789	0
RNF165	0.159	0.297	0.53535	-0.07085	-0.03793	0
ATP1B1	0.25	0.382	0.65445	-0.05796	-0.03793	0
THUMPD1	0.212	0.379	0.55937	-0.06791	-0.03799	0
SOWAHC	0.039	0.104	0.375	-0.10149	-0.03806	0
CHM	0.044	0.113	0.38938	-0.09791	-0.03812	0
PPP1R12A	0.26	0.41	0.63415	-0.06022	-0.03819	0
C16orf52	0.027	0.118	0.22881	-0.16695	-0.0382	0
PHLPP1	0.03	0.109	0.27523	-0.13886	-0.03822	0
C11orf96	0.02	0.137	0.14599	-0.26189	-0.03823	0
ARFGEF1	0.088	0.176	0.5	-0.07647	-0.03823	0
MAP3K2	0.09	0.177	0.50847	-0.07521	-0.03824	0
CTNNB1	0.108	0.207	0.52174	-0.07333	-0.03826	0
COL4A3BP	0.108	0.206	0.52427	-0.07297	-0.03826	0
TRAPPC2P1	0.074	0.167	0.44311	-0.08636	-0.03827	0
NAA38	0.151	0.282	0.53546	-0.07149	-0.03828	0
AGPAT5	0.035	0.132	0.26515	-0.14448	-0.03831	0
DCHS1	0.097	0.203	0.47783	-0.08021	-0.03833	0
CCDC82	0.169	0.299	0.56522	-0.06789	-0.03837	0
ARHGEF12	0.118	0.197	0.59898	-0.06412	-0.0384	0
DDT	0.16	0.292	0.54795	-0.07014	-0.03843	0
BTN2A1	0.075	0.14	0.53571	-0.07177	-0.03845	0
SLC25A1	0.041	0.107	0.38318	-0.1004	-0.03847	0
PHACTR1	0.111	0.202	0.5495	-0.07005	-0.03849	0
TMEM263	0.037	0.111	0.33333	-0.1155	-0.0385	0
ZBTB43	0.08	0.147	0.54422	-0.07076	-0.03851	0
TPGS1	0.038	0.105	0.3619	-0.10676	-0.03864	0
GLS	0.031	0.101	0.30693	-0.12596	-0.03866	0
SUN1	0.114	0.202	0.56436	-0.06855	-0.03868	0
PAK1IP1	0.101	0.184	0.54891	-0.07054	-0.03872	0
ZNF714	0.13	0.249	0.52209	-0.07424	-0.03876	0
ME2	0.067	0.155	0.43226	-0.08969	-0.03877	0
WEE1	0.048	0.112	0.42857	-0.09045	-0.03877	0
PRKAR2A	0.072	0.156	0.46154	-0.08404	-0.03879	0
RNF103	0.044	0.108	0.40741	-0.09523	-0.0388	0
TET1	0.187	0.332	0.56325	-0.06893	-0.03883	0
ZNF609	0.087	0.179	0.48603	-0.07994	-0.03885	0
ZDHHC21	0.061	0.128	0.47656	-0.08153	-0.03885	0
LONRF1	0.05	0.123	0.4065	-0.09562	-0.03887	0
HSD17B4	0.068	0.142	0.47887	-0.08117	-0.03887	0
MRPS2	0.11	0.205	0.53659	-0.07249	-0.0389	0
WHSC1	0.106	0.216	0.49074	-0.07933	-0.03893	0
RALGPS2	0.043	0.118	0.36441	-0.10684	-0.03893	0
CHD1	0.18	0.298	0.60403	-0.06449	-0.03896	0
LAPTM4B	0.07	0.147	0.47619	-0.08188	-0.03899	0
B3GALT6	0.027	0.105	0.25714	-0.15181	-0.03904	0
CBX4	0.032	0.141	0.22695	-0.17238	-0.03912	0
FAM208B	0.056	0.134	0.41791	-0.0937	-0.03916	0
MTMR12	0.033	0.109	0.30275	-0.12937	-0.03917	0
XRN2	0.341	0.545	0.62569	-0.06265	-0.0392	0
PPIP5K2	0.181	0.312	0.58013	-0.06757	-0.0392	0
CWF19L2	0.18	0.3	0.6	-0.06538	-0.03923	0
OSBPL9	0.075	0.157	0.47771	-0.08216	-0.03925	0
ZNF518B	0.09	0.167	0.53892	-0.07289	-0.03928	0
SRCIN1	0.047	0.12	0.39167	-0.10033	-0.0393	0
CCZ1	0.113	0.209	0.54067	-0.07276	-0.03934	0
PIK3C2A	0.085	0.184	0.46196	-0.08521	-0.03936	0
GTPBP6	0.034	0.107	0.31776	-0.12391	-0.03937	0
DDX10	0.117	0.211	0.5545	-0.07103	-0.03939	0
HUNK	0.154	0.287	0.53659	-0.07351	-0.03944	0
FRYL	0.152	0.272	0.55882	-0.0706	-0.03945	0
PLEKHA1	0.114	0.221	0.51584	-0.07653	-0.03948	0
LRRC75A	0.038	0.121	0.31405	-0.12573	-0.03949	0
PPIG	0.382	0.561	0.68093	-0.05801	-0.0395	0
GALNT11	0.061	0.131	0.46565	-0.08491	-0.03954	0
LRRC40	0.079	0.17	0.46471	-0.08513	-0.03956	0
TUBGCP4	0.085	0.183	0.46448	-0.08529	-0.03962	0
TOPORS	0.181	0.303	0.59736	-0.06634	-0.03963	0
DPY19L3	0.05	0.127	0.3937	-0.10077	-0.03967	0
ZNF667	0.081	0.161	0.50311	-0.0789	-0.03969	0
ST6GAL2	0.169	0.293	0.57679	-0.06885	-0.03971	0
DNAJB2	0.072	0.142	0.50704	-0.07839	-0.03975	0
PCDH7	0.05	0.101	0.49505	-0.08037	-0.03979	0
TOPBP1	0.063	0.141	0.44681	-0.08907	-0.0398	0
ARHGAP35	0.114	0.208	0.54808	-0.07271	-0.03985	0
EPB41	0.089	0.165	0.53939	-0.07396	-0.03989	0
TRIOBP	0.048	0.12	0.4	-0.09978	-0.03991	0
PABPC4	0.072	0.153	0.47059	-0.0848	-0.03991	0
ZNF562	0.104	0.195	0.53333	-0.07493	-0.03996	0
EMSY	0.07	0.138	0.50725	-0.07885	-0.03999	0
CAPN2	0.05	0.104	0.48077	-0.08323	-0.04002	0
FNTA	0.138	0.24	0.575	-0.06971	-0.04009	0
HEBP1	0.044	0.114	0.38596	-0.10396	-0.04012	0
EXOSC9	0.066	0.142	0.46479	-0.08639	-0.04015	0
MARK1	0.078	0.164	0.47561	-0.08448	-0.04018	0
ANKRD10	0.111	0.212	0.52358	-0.07678	-0.0402	0
RNF44	0.04	0.109	0.36697	-0.10959	-0.04022	0
KPNA3	0.155	0.27	0.57407	-0.07007	-0.04022	0
RFC4	0.054	0.126	0.42857	-0.0939	-0.04024	0
WDR47	0.201	0.348	0.57759	-0.06974	-0.04028	0
TSNAX	0.114	0.203	0.56158	-0.07177	-0.04031	0
FAF1	0.036	0.116	0.31034	-0.12992	-0.04032	0
USP3	0.257	0.423	0.60757	-0.06642	-0.04035	0
FAM131A	0.056	0.113	0.49558	-0.08145	-0.04036	0
H2AFV	0.19	0.327	0.58104	-0.06948	-0.04037	0
MICU1	0.145	0.28	0.51786	-0.07799	-0.04039	0
NDFIP1	0.311	0.484	0.64256	-0.06285	-0.04039	0
FCHSD2	0.036	0.106	0.33962	-0.11895	-0.0404	0
KATNA1	0.074	0.149	0.49664	-0.08145	-0.04045	0
MAPK8IP2	0.052	0.136	0.38235	-0.10582	-0.04046	0
CCDC71L	0.027	0.139	0.19424	-0.20843	-0.04049	0
MRAS	0.065	0.132	0.49242	-0.08222	-0.04049	0
TM7SF2	0.038	0.111	0.34234	-0.11837	-0.04052	0
KDM5A	0.204	0.336	0.60714	-0.06684	-0.04058	0
MED8	0.078	0.151	0.51656	-0.07864	-0.04062	0
C19orf53	0.219	0.38	0.57632	-0.07053	-0.04065	0
SLC35E1	0.053	0.118	0.44915	-0.09055	-0.04067	0
SCAF8	0.047	0.122	0.38525	-0.10572	-0.04073	0
LDLRAD4	0.099	0.212	0.46698	-0.08729	-0.04076	0
UTP3	0.067	0.132	0.50758	-0.08033	-0.04077	0
SPATC1L	0.038	0.107	0.35514	-0.11488	-0.0408	0
ZNF326	0.283	0.447	0.63311	-0.06453	-0.04086	0
CFAP97	0.196	0.329	0.59574	-0.06862	-0.04088	0
RRAGA	0.22	0.377	0.58355	-0.07008	-0.04089	0
BRAF	0.049	0.116	0.42241	-0.09683	-0.0409	0
LRP12	0.109	0.2	0.545	-0.07504	-0.0409	0
CAMK4	0.182	0.31	0.5871	-0.06971	-0.04093	0
GLT8D1	0.046	0.121	0.38017	-0.10768	-0.04094	0
RNF214	0.109	0.222	0.49099	-0.08342	-0.04096	0
TIGD5	0.023	0.132	0.17424	-0.23511	-0.04097	0
ACAP2	0.077	0.155	0.49677	-0.08249	-0.04098	0
MAFG	0.027	0.136	0.19853	-0.20646	-0.04099	0
KDM3B	0.053	0.123	0.43089	-0.09524	-0.04104	0
CLINT1	0.085	0.184	0.46196	-0.08892	-0.04108	0
NUTM2B-AS1	0.081	0.166	0.48795	-0.08425	-0.04111	0
ARID1A	0.206	0.339	0.60767	-0.06766	-0.04112	0
GADD45A	0.041	0.113	0.36283	-0.11343	-0.04116	0
GATAD2B	0.143	0.245	0.58367	-0.07055	-0.04118	0
SDF4	0.043	0.121	0.35537	-0.11605	-0.04124	0
CDK19	0.075	0.156	0.48077	-0.08577	-0.04124	0
CTDSPL	0.033	0.107	0.30841	-0.13378	-0.04126	0
SIPA1L2	0.081	0.144	0.5625	-0.0734	-0.04129	0
SYT14	0.064	0.125	0.512	-0.08067	-0.04131	0
B4GALT2	0.034	0.109	0.31193	-0.13252	-0.04134	0
DMRTA2	0.04	0.11	0.36364	-0.11369	-0.04134	0
UGCG	0.059	0.135	0.43704	-0.09465	-0.04136	0
CMC1	0.067	0.131	0.51145	-0.08087	-0.04136	0
BRWD1	0.173	0.301	0.57475	-0.07212	-0.04145	0
ILKAP	0.111	0.212	0.52358	-0.07922	-0.04148	0
PACS2	0.045	0.117	0.38462	-0.10792	-0.04151	0
MBIP	0.109	0.222	0.49099	-0.08456	-0.04152	0
VCPKMT	0.043	0.111	0.38739	-0.10718	-0.04152	0
NDUFB7	0.335	0.533	0.62852	-0.06608	-0.04154	0
ACAA1	0.043	0.113	0.38053	-0.10917	-0.04154	0
SOGA1	0.146	0.265	0.55094	-0.07543	-0.04156	0
KIAA1211	0.059	0.149	0.39597	-0.10497	-0.04157	0
CYFIP1	0.066	0.139	0.47482	-0.08756	-0.04158	0
SPPL3	0.082	0.174	0.47126	-0.08829	-0.04161	0
ZNF605	0.083	0.171	0.48538	-0.08573	-0.04161	0
ZNF91	0.336	0.516	0.65116	-0.06395	-0.04164	0
NAIP	0.061	0.126	0.48413	-0.08609	-0.04168	0
TSTD2	0.129	0.244	0.52869	-0.07888	-0.0417	0
CAMKK2	0.047	0.14	0.33571	-0.12433	-0.04174	0
ISCA1	0.141	0.248	0.56855	-0.07342	-0.04174	0
TRMT11	0.083	0.151	0.54967	-0.07612	-0.04184	0
INPP5F	0.079	0.161	0.49068	-0.08534	-0.04187	0
TOMM70A	0.061	0.145	0.42069	-0.09956	-0.04188	0
ECI1	0.039	0.137	0.28467	-0.14731	-0.04194	0
C1orf35	0.112	0.226	0.49558	-0.08466	-0.04195	0
ZNF160	0.073	0.159	0.45912	-0.0914	-0.04196	0
OPN3	0.025	0.132	0.18939	-0.22174	-0.042	0
NUDCD3	0.089	0.178	0.5	-0.08399	-0.042	0
PRR7	0.046	0.116	0.39655	-0.10607	-0.04206	0
SPTY2D1	0.067	0.149	0.44966	-0.09355	-0.04207	0
USP42	0.056	0.13	0.43077	-0.09766	-0.04207	0
YRDC	0.027	0.151	0.17881	-0.23541	-0.04209	0
UBXN7	0.126	0.212	0.59434	-0.07091	-0.04214	0
ZNF454	0.077	0.168	0.45833	-0.09198	-0.04216	0
LSM8	0.188	0.316	0.59494	-0.07086	-0.04216	0
ARL5A	0.169	0.278	0.60791	-0.06938	-0.04217	0
BAG1	0.114	0.217	0.52535	-0.08034	-0.04221	0
PRPSAP1	0.114	0.225	0.50667	-0.08344	-0.04228	0
NFASC	0.139	0.258	0.53876	-0.07855	-0.04232	0
SRRM1	0.482	0.684	0.70468	-0.06006	-0.04232	0
ZNF579	0.024	0.167	0.14371	-0.29471	-0.04235	0
RBM25	0.429	0.622	0.68971	-0.06144	-0.04237	0
ACTN4	0.069	0.154	0.44805	-0.09463	-0.0424	0
MRPS36	0.17	0.285	0.59649	-0.07108	-0.0424	0
NELFB	0.028	0.121	0.2314	-0.18342	-0.04244	0
ZNF35	0.048	0.133	0.3609	-0.11759	-0.04244	0
RPL36A	0.397	0.569	0.69772	-0.06088	-0.04248	0
TIAL1	0.18	0.314	0.57325	-0.07422	-0.04255	0
PAPSS1	0.179	0.296	0.60473	-0.07036	-0.04255	0
ARGLU1	0.572	0.787	0.72681	-0.05855	-0.04256	0
GNAI1	0.171	0.314	0.54459	-0.07823	-0.0426	0
OSBP	0.03	0.119	0.2521	-0.169	-0.04261	0
RAB30	0.074	0.154	0.48052	-0.08868	-0.04261	0
ZNF775	0.026	0.155	0.16774	-0.25424	-0.04265	0
ST8SIA1	0.215	0.36	0.59722	-0.07146	-0.04268	0
FBXO45	0.042	0.122	0.34426	-0.12403	-0.0427	0
BCL7B	0.051	0.127	0.40157	-0.10639	-0.04272	0
FEZ1	0.411	0.583	0.70497	-0.06064	-0.04275	0
HSPA14	0.051	0.146	0.34932	-0.12258	-0.04282	0
IGFBPL1	0.034	0.141	0.24113	-0.17766	-0.04284	0
MARCH5	0.119	0.239	0.49791	-0.08604	-0.04284	0
RPRD2	0.136	0.259	0.5251	-0.08159	-0.04284	0
CSGALNACT2	0.087	0.183	0.47541	-0.09011	-0.04284	0
SNRPD3	0.213	0.367	0.58038	-0.07384	-0.04286	0
ZFAND1	0.075	0.141	0.53191	-0.0806	-0.04287	0
MAP7D1	0.112	0.219	0.51142	-0.08386	-0.04289	0
HIST2H2AC	0.029	0.133	0.21805	-0.19681	-0.04291	0
DNAJC1	0.027	0.118	0.22881	-0.18775	-0.04296	0
REL	0.059	0.136	0.43382	-0.099030000000000007	-0.04296	0
POLR2H	0.173	0.301	0.57475	-0.07479	-0.04298	0
ANKRD13B	0.033	0.101	0.32673	-0.13166	-0.04302	0
NARS	0.172	0.314	0.54777	-0.07855	-0.04303	0
SIVA1	0.123	0.245	0.50204	-0.08572	-0.04303	0
CDC42SE1	0.056	0.131	0.42748	-0.10067	-0.04303	0
NDUFV3	0.135	0.246	0.54878	-0.07848	-0.04307	0
RANBP9	0.056	0.138	0.4058	-0.10625	-0.04312	0
PAFAH1B2	0.145	0.25	0.58	-0.07439	-0.04315	0
MARK2	0.03	0.119	0.2521	-0.17126	-0.04317	0
GBAS	0.115	0.217	0.52995	-0.08153	-0.04321	0
TLE3	0.096	0.189	0.50794	-0.08511	-0.04323	0
SEMA4D	0.031	0.114	0.27193	-0.15908	-0.04326	0
TMEM59L	0.076	0.168	0.45238	-0.09562	-0.04326	0
TSTD1	0.122	0.241	0.50622	-0.08548	-0.04327	0
TCF7	0.086	0.163	0.52761	-0.08201	-0.04327	0
CEP295	0.056	0.145	0.38621	-0.11207	-0.04328	0
PIBF1	0.133	0.242	0.54959	-0.07877	-0.04329	0
MYDGF	0.144	0.279	0.51613	-0.08392	-0.04331	0
DCAF10	0.082	0.157	0.52229	-0.08294	-0.04332	0
LZIC	0.141	0.252	0.55952	-0.07755	-0.04339	0
IDI1	0.172	0.311	0.55305	-0.0785	-0.04341	0
RNF115	0.101	0.193	0.52332	-0.08304	-0.04346	0
MORC2	0.035	0.126	0.27778	-0.15672	-0.04353	0
CNOT1	0.073	0.159	0.45912	-0.09481	-0.04353	0
ARID1B	0.075	0.179	0.41899	-0.10394	-0.04355	0
CELSR3	0.056	0.134	0.41791	-0.10423	-0.04356	0
USF2	0.07	0.167	0.41916	-0.10394	-0.04357	0
GPATCH2	0.053	0.116	0.4569	-0.09536	-0.04357	0
EID2	0.025	0.164	0.15244	-0.28592	-0.04359	0
CTDSPL2	0.121	0.229	0.52838	-0.08261	-0.04365	0
SCAMP4	0.049	0.117	0.4188	-0.10423	-0.04365	0
ZNF7	0.081	0.165	0.49091	-0.089	-0.04369	0
UNC5A	0.024	0.142	0.16901	-0.25857	-0.0437	0
KMT5A	0.025	0.173	0.14451	-0.30254	-0.04372	0
UBE2Z	0.046	0.107	0.42991	-0.10174	-0.04374	0
TNPO1	0.189	0.33	0.57273	-0.0764	-0.04376	0
LINC00685	0.054	0.117	0.46154	-0.09484	-0.04377	0
NR2F6	0.032	0.142	0.22535	-0.19434	-0.0438	0
COPB1	0.153	0.28	0.54643	-0.08016	-0.0438	0
PACS1	0.052	0.122	0.42623	-0.10278	-0.04381	0
LRRFIP1	0.091	0.171	0.53216	-0.08233	-0.04381	0
SIRT1	0.033	0.122	0.27049	-0.16198	-0.04382	0
AKR7A2	0.086	0.174	0.49425	-0.08871	-0.04384	0
SNTG1	0.065	0.146	0.44521	-0.0985	-0.04385	0
BRD8	0.144	0.258	0.55814	-0.07857	-0.04386	0
KDSR	0.047	0.143	0.32867	-0.13346	-0.04387	0
DCLRE1C	0.059	0.138	0.42754	-0.10268	-0.0439	0
NDUFB11	0.598	0.797	0.75031	-0.05851	-0.0439	0
COPB2	0.097	0.2	0.485	-0.09054	-0.04391	0
DEAF1	0.059	0.152	0.38816	-0.1132	-0.04394	0
SLC25A24	0.043	0.13	0.33077	-0.13289	-0.04396	0
SORBS1	0.206	0.354	0.58192	-0.07557	-0.04398	0
ZNF680	0.096	0.199	0.48241	-0.09123	-0.04401	0
SH3GL2	0.038	0.116	0.32759	-0.13464	-0.04411	0
ARMC10	0.056	0.131	0.42748	-0.10334	-0.04417	0
USF3	0.061	0.122	0.5	-0.08836	-0.04418	0
CCDC59	0.172	0.318	0.54088	-0.08179	-0.04424	0
YWHAB	0.508	0.727	0.69876	-0.06331	-0.04424	0
PQLC1	0.031	0.156	0.19872	-0.22278	-0.04427	0
YME1L1	0.136	0.272	0.5	-0.08854	-0.04427	0
FOXP4	0.066	0.157	0.42038	-0.10538	-0.0443	0
EP300	0.117	0.238	0.4916	-0.0902	-0.04434	0
ECHDC2	0.063	0.14	0.45	-0.09856	-0.04435	0
ZFP1	0.057	0.158	0.36076	-0.12302	-0.04438	0
CCDC136	0.05	0.129	0.3876	-0.11467	-0.04445	0
FBRSL1	0.027	0.153	0.17647	-0.25199	-0.04447	0
OLFM1	0.039	0.114	0.34211	-0.13001	-0.04448	0
UFL1	0.068	0.134	0.50746	-0.08765	-0.04448	0
ZSCAN9	0.104	0.194	0.53608	-0.083	-0.04449	0
FSTL5	0.057	0.128	0.44531	-0.09994	-0.0445	0
GPS2	0.04	0.136	0.29412	-0.15132	-0.04451	0
HTRA1	0.094	0.204	0.46078	-0.09671	-0.04456	0
NFKBIL1	0.117	0.209	0.55981	-0.07964	-0.04458	0
NDUFB8	0.235	0.418	0.5622	-0.07939	-0.04463	0
ZNF593	0.071	0.163	0.43558	-0.10247	-0.04463	0
PINK1	0.046	0.111	0.41441	-0.10777	-0.04466	0
CHMP3	0.167	0.288	0.57986	-0.07714	-0.04473	0
DICER1	0.145	0.27	0.53704	-0.08332	-0.04475	0
FAM173A	0.051	0.125	0.408	-0.10967	-0.04475	0
CUL5	0.187	0.324	0.57716	-0.07757	-0.04477	0
UBL4A	0.054	0.133	0.40602	-0.11045	-0.04484	0
GNB5	0.097	0.188	0.51596	-0.08692	-0.04484	0
SNHG19	0.069	0.143	0.48252	-0.09299	-0.04487	0
ABHD17B	0.052	0.135	0.38519	-0.11652	-0.04488	0
RNF144A	0.054	0.132	0.40909	-0.1097	-0.04488	0
C19orf43	0.512	0.735	0.6966	-0.06449	-0.04492	0
COTL1	0.138	0.259	0.53282	-0.08441	-0.04497	0
STX6	0.132	0.258	0.51163	-0.08795	-0.045	0
ZCCHC3	0.039	0.138	0.28261	-0.15925	-0.04501	0
DHX40	0.07	0.182	0.38462	-0.11725	-0.0451	0
ZNF675	0.105	0.223	0.47085	-0.09578	-0.0451	0
FAM110B	0.166	0.291	0.57045	-0.0791	-0.04512	0
NMT2	0.113	0.22	0.51364	-0.08787	-0.04513	0
GOSR1	0.152	0.284	0.53521	-0.08435	-0.04515	0
NUDT14	0.038	0.131	0.29008	-0.15569	-0.04516	0
TCEA1	0.34	0.535	0.63551	-0.07108	-0.04517	0
DNAJC18	0.099	0.192	0.51562	-0.08761	-0.04517	0
DAZAP1	0.067	0.17	0.39412	-0.11465	-0.04518	0
HELLS	0.05	0.114	0.4386	-0.10302	-0.04518	0
APPL1	0.118	0.241	0.48963	-0.09232	-0.0452	0
FBXW5	0.054	0.125	0.432	-0.10463	-0.0452	0
ULK2	0.048	0.143	0.33566	-0.1348	-0.04525	0
KIAA2022	0.068	0.144	0.47222	-0.09587	-0.04527	0
CDC34	0.034	0.141	0.24113	-0.18777	-0.04528	0
FBXW7	0.081	0.159	0.50943	-0.08893	-0.0453	0
HYAL2	0.066	0.149	0.44295	-0.10231	-0.04532	0
TRAPPC12	0.043	0.119	0.36134	-0.1255	-0.04535	0
GCSH	0.124	0.248	0.5	-0.09091	-0.04546	0
MPHOSPH10	0.236	0.42	0.5619	-0.08092	-0.045469999999999997	0
N4BP2	0.164	0.289	0.56747	-0.08015	-0.04548	0
HSPA13	0.07	0.171	0.40936	-0.11113	-0.04549	0
ZC3H7A	0.071	0.173	0.4104	-0.11088	-0.0455	0
SMAD1	0.056	0.133	0.42105	-0.10816	-0.04554	0
LZTS1	0.057	0.144	0.39583	-0.11509	-0.04555	0
