gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	name_1006	n	description	go_id	definition_1006	namespace_1003	family	is_tf	stage_region	stage	region
CLU	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6475	0	0.217	1.30737	0.923	0.706	0.49527	protein binding	2221	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ADK	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.64475	0	0.331	2.3083	0.584	0.253	0.27932	RNA binding	665	adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]	GO:0003723	Interacting selectively and non-covalently with an RNA molecule or a portion thereof.	molecular_function	NA	non_TF	mid_msp	mid	msp
CHST10	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.64264	0	0.344	2.10256	0.656	0.312	0.30565	transferase activity	162	carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]	GO:0016740	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.	molecular_function	NA	non_TF	mid_msp	mid	msp
PSAT1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.64244	0	0.361	1.71485	0.866	0.505	0.37463	identical protein binding	321	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	GO:0042802	Interacting selectively and non-covalently with an identical protein or proteins.	molecular_function	NA	non_TF	mid_msp	mid	msp
ACAT2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6379	0	0.341	1.63265	0.88	0.539	0.39071	protein binding	2221	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
CPNE2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.63461	0	0.301	1.98046	0.608	0.307	0.32044	protein binding	2221	copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SCP2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62805	0	0.416	1.98812	0.837	0.421	0.3159	protein binding	2221	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
HSD17B12	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62778	0	0.354	1.98607	0.713	0.359	0.31609	protein binding	2221	hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PDLIM2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62678	0	0.305	2.34956	0.531	0.226	0.26677	protein binding	2221	PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
HOPX	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62648	0	0.258	1.45664	0.823	0.565	0.43009	protein binding	2221	HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Homeobox	TF	mid_msp	mid	msp
ADGRG1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62613	0	0.315	2.00962	0.627	0.312	0.31157	protein binding	2221	adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LAPTM4B	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62578	0	0.338	1.93629	0.699	0.361	0.32319	protein binding	2221	lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ALDH9A1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62438	0	0.37	1.98404	0.746	0.376	0.3147	oxidation-reduction process	208	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	mid_msp	mid	msp
RPL22L1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62336	0	0.377	1.92402	0.785	0.408	0.32399	protein binding	2221	ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
ANXA5	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62283	0	0.386	1.93462	0.799	0.413	0.32194	protein binding	2221	annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
RDH11	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.62278	0	0.387	1.96269	0.789	0.402	0.31731	protein binding	2221	retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LDHA	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6197	0	0.338	1.60682	0.895	0.557	0.38567	protein binding	2221	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
SNX5	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.61861	0	0.36	2.09422	0.689	0.329	0.29539	protein binding	2221	sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LAMP1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.61841	0	0.355	2.02011	0.703	0.348	0.30613	protein binding	2221	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TSPAN3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.61779	0	0.343	1.61141	0.904	0.561	0.38339	molecular_function	79	tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]	GO:0003674	A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs. These actions are described from two distinct but related perspectives: (1) biochemical activity, and (2) role as a component in a larger system/process.	molecular_function	NA	non_TF	mid_msp	mid	msp
SPRY2	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.61473	0	0.321	1.98769	0.646	0.325	0.30927	protein binding	2221	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
MVD	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.61455	0	0.265	1.96014	0.541	0.276	0.31352	nucleotide binding	283	mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]	GO:0000166	Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.	molecular_function	NA	non_TF	mid_msp	mid	msp
PARP1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.61198	0	0.423	2.02174	0.837	0.414	0.3027	protein binding	2221	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
BTG3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60951	0	0.388	1.97733	0.785	0.397	0.30825	protein binding	2221	BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PHGDH	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60821	0	0.408	2.01746	0.809	0.401	0.30148	oxidation-reduction process	208	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	mid_msp	mid	msp
PPP1R12A	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60762	0	0.37	2.31673	0.651	0.281	0.26227	protein binding	2221	protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
RCN1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60556	0	0.401	1.92824	0.833	0.432	0.31405	protein binding	2221	reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
MYO6	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60496	0	0.349	2.19521	0.641	0.292	0.27558	protein binding	2221	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
P4HB	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60439	0	0.359	2.07164	0.694	0.335	0.29174	protein binding	2221	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
COMT	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60422	0	0.385	1.82441	0.852	0.467	0.33118	protein binding	2221	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
DNPH1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60357	0	0.353	2.00857	0.703	0.35	0.3005	protein binding	2221	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
H1F0	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.6031	0	0.302	1.55926	0.842	0.54	0.38678	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
CD63	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60309	0	0.308	1.50081	0.923	0.615	0.40184	protein binding	2221	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
PEA15	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.60229	0	0.32	1.51037	0.947	0.627	0.39877	protein binding	2221	proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TUBB4B	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59975	0	0.307	1.57925	0.837	0.53	0.37977	protein binding	2221	tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
DHX40	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59969	0	0.315	2.36957	0.545	0.23	0.25308	protein binding	2221	DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
GSPT1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59848	0	0.29	1.90062	0.612	0.322	0.31489	protein binding	2221	G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
TMEM98	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59666	0	0.396	1.80982	0.885	0.489	0.32968	protein binding	2221	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
POLR2C	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59556	0	0.369	2.30851	0.651	0.282	0.25798	protein binding	2221	RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
LINC00982	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.5951	0	0.33	2.23134	0.598	0.268	0.2667	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
FAM181B	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59215	0	0.318	1.96951	0.646	0.328	0.30066	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
SEL1L3	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.59013	0	0.307	2.21344	0.56	0.253	0.26661	protein binding	2221	SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
GULP1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.58853	0	0.342	2.07547	0.66	0.318	0.28356	protein binding	2221	GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
FAM213A	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.58846	0	0.337	1.674	0.837	0.5	0.35153	NA	NA	NA	NA	NA	NA	NA	non_TF	mid_msp	mid	msp
KPNB1	mid_parietal	parietal	rg_mid	rg_msp	rg	gw19_2	0.585	0	0.342	1.92183	0.713	0.371	0.3044	protein binding	2221	karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	mid_msp	mid	msp
