gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
TUFM	somatosensory	neuron	gw22t	0.80419	0	0.2	1.72202	0.477	0.277	0.467
MSMO1	somatosensory	neuron	gw22t	0.79205	0	0.23	1.6267	0.597	0.367	0.4869
SPSB3	somatosensory	neuron	gw22t	0.78733	0	0.167	1.97092	0.339	0.172	0.39947
LIMCH1	somatosensory	neuron	gw22t	0.7798	0	0.234	1.53669	0.67	0.436	0.50745
PPP4C	somatosensory	neuron	gw22t	0.77403	0	0.131	2.65819	0.21	0.079	0.29119
RNASEH2C	somatosensory	neuron	gw22t	0.76469	0	0.091	2.68514	0.145	0.054	0.28478
CYTH2	somatosensory	neuron	gw22t	0.76268	0	0.145	2.88308	0.222	0.077	0.26454
TMEM9B	somatosensory	neuron	gw22t	0.75523	0	0.134	2.06348	0.26	0.126	0.366
RAB10	somatosensory	neuron	gw22t	0.75197	0	0.166	2.19423	0.305	0.139	0.3427
SEMA3C	somatosensory	neuron	gw22t	0.74563	0	0.179	2.03467	0.352	0.173	0.36646
HNRNPA1L2	somatosensory	neuron	gw22t	0.74545	0	0.174	2.91206	0.265	0.091	0.25599
KLF6	somatosensory	neuron	gw22t	0.74408	0	0.177	1.84688	0.386	0.209	0.40288
MDK	somatosensory	neuron	gw22t	0.74382	0	0.185	2.17087	0.343	0.158	0.34264
UBE2I	somatosensory	neuron	gw22t	0.73665	0	0.212	1.95066	0.435	0.223	0.37764
RTN1	somatosensory	neuron	gw22t	0.73591	0	0.107	1.12471	0.965	0.858	0.65431
YWHAQ	somatosensory	neuron	gw22t	0.71741	0	0.3	1.77519	0.687	0.387	0.40413
BAD	somatosensory	neuron	gw22t	0.70786	0	0.171	1.886	0.364	0.193	0.37533
SLC3A2	somatosensory	neuron	gw22t	0.70532	0	0.094	2.70904	0.149	0.055	0.26036
ZNF428	somatosensory	neuron	gw22t	0.6926	0	0.198	2.49998	0.33	0.132	0.27704
HERPUD1	somatosensory	neuron	gw22t	0.68788	0	0.087	2.64146	0.14	0.053	0.26042
ENC1	somatosensory	neuron	gw22t	0.68442	0	0.254	1.59484	0.681	0.427	0.42914
CRIP2	somatosensory	neuron	gw22t	0.67703	0	0.184	1.74796	0.43	0.246	0.38732
SUMO3	somatosensory	neuron	gw22t	0.65866	0	0.117	2.51945	0.194	0.077	0.26143
NDUFAB1	somatosensory	neuron	gw22t	0.65764	0	0.201	1.47971	0.62	0.419	0.44444
BID	somatosensory	neuron	gw22t	0.64308	0	0.158	1.73488	0.373	0.215	0.37068
EIF5	somatosensory	neuron	gw22t	0.63736	0	0.18	2.40623	0.308	0.128	0.26488
GNAI1	somatosensory	neuron	gw22t	0.62919	0	0.184	1.68656	0.452	0.268	0.37306
ELMO1	somatosensory	neuron	gw22t	0.62762	0	0.096	2.29727	0.17	0.074	0.2732
VTI1B	somatosensory	neuron	gw22t	0.6146	0	0.125	2.07757	0.241	0.116	0.29583
FDFT1	somatosensory	neuron	gw22t	0.60074	0	0.208	1.68646	0.511	0.303	0.35621
FEZ1	somatosensory	neuron	gw22t	0.59173	0	0.183	1.77542	0.419	0.236	0.33329
C9orf16	somatosensory	neuron	gw22t	0.58923	0	0.238	1.53968	0.679	0.441	0.38269
PRKRA	somatosensory	neuron	gw22t	0.58461	0	0.142	1.92809	0.295	0.153	0.30321
FAM127A	somatosensory	neuron	gw22t	0.58043	0	0.135	2.09754	0.258	0.123	0.27672
EEF2	somatosensory	neuron	gw22t	0.57981	0	0.141	1.18031	0.923	0.782	0.49124
MFF	somatosensory	neuron	gw22t	0.56918	0	0.138	1.86249	0.298	0.16	0.3056
UQCRC1	somatosensory	neuron	gw22t	0.56863	0	0.128	1.75739	0.297	0.169	0.32356
ATXN10	somatosensory	neuron	gw22t	0.55902	0	0.149	1.93124	0.309	0.16	0.28946
EIF4A1	somatosensory	neuron	gw22t	0.55124	0	0.203	1.36121	0.765	0.562	0.40496
SARAF	somatosensory	neuron	gw22t	0.55076	0	0.203	1.87124	0.436	0.233	0.29433
PHB2	somatosensory	neuron	gw22t	0.54992	0	0.11	1.86613	0.237	0.127	0.29468
HMGCS1	somatosensory	neuron	gw22t	0.54793	0	0.186	1.45255	0.597	0.411	0.37722
IFT27	somatosensory	neuron	gw22t	0.54593	0	0.082	2.03795	0.161	0.079	0.26788
RALA	somatosensory	neuron	gw22t	0.54164	0	0.148	1.89155	0.314	0.166	0.28635
ACOT7	somatosensory	neuron	gw22t	0.53215	0	0.175	1.7085	0.422	0.247	0.31147
EIF3E	somatosensory	neuron	gw22t	0.51593	0	0.195	1.35135	0.75	0.555	0.38179
ACAT2	somatosensory	neuron	gw22t	0.51155	0	0.182	1.43026	0.605	0.423	0.35766
UBE2D3	somatosensory	neuron	gw22t	0.5088	0	0.169	1.56711	0.467	0.298	0.32467
MZT1	somatosensory	neuron	gw22t	0.508	0	0.155	1.86591	0.334	0.179	0.27225
PLEKHJ1	somatosensory	neuron	gw22t	0.50584	0	0.113	1.83087	0.249	0.136	0.27628
MOB4	somatosensory	neuron	gw22t	0.50331	0	0.148	1.8409	0.324	0.176	0.27341
AP3S1	somatosensory	neuron	gw22t	0.49669	0	0.178	1.44168	0.581	0.403	0.34452
HNRNPF	somatosensory	neuron	gw22t	0.49206	0	0.115	1.86465	0.248	0.133	0.26389
ARPC2	somatosensory	neuron	gw22t	0.48736	0	0.192	1.53481	0.551	0.359	0.31753
EXOC5	somatosensory	neuron	gw22t	0.47649	0	0.124	1.89854	0.262	0.138	0.25098
RAD23A	somatosensory	neuron	gw22t	0.4746	0	0.136	1.53968	0.388	0.252	0.30824
PSMD8	somatosensory	neuron	gw22t	0.47049	0	0.181	1.48656	0.553	0.372	0.3165
EIF3L	somatosensory	neuron	gw22t	0.4673	0	0.177	1.33022	0.713	0.536	0.35129
SQLE	somatosensory	neuron	gw22t	0.46618	0	0.197	1.5412	0.561	0.364	0.30248
LINC01102	somatosensory	neuron	gw22t	0.46036	0	0.176	1.57516	0.482	0.306	0.29226
PPA1	somatosensory	neuron	gw22t	0.4577	0	0.181	1.3851	0.651	0.47	0.33044
ZSWIM7	somatosensory	neuron	gw22t	0.4459	0	0.097	1.77599	0.222	0.125	0.25107
RBM3	somatosensory	neuron	gw22t	0.44585	0	0.177	1.40319	0.616	0.439	0.31774
TMEM230	somatosensory	neuron	gw22t	0.44211	0	0.117	1.63934	0.3	0.183	0.26969
ARGLU1	somatosensory	neuron	gw22t	0.44067	0	0.171	1.69512	0.417	0.246	0.25996
TUBB2B	somatosensory	neuron	gw22t	0.43764	0	0.001	1.00101	0.995	0.994	0.4372
POLE4	somatosensory	neuron	gw22t	0.43356	0	0.128	1.68448	0.315	0.187	0.25738
HNRNPA1	somatosensory	neuron	gw22t	0.43242	0	0.059	1.06371	0.985	0.926	0.40652
RAB18	somatosensory	neuron	gw22t	0.42551	0	0.145	1.60416	0.385	0.24	0.26526
SLC25A4	somatosensory	neuron	gw22t	0.42388	0	0.133	1.54064	0.379	0.246	0.27513
EIF3I	somatosensory	neuron	gw22t	0.42121	0	0.198	1.52242	0.577	0.379	0.27667
SRP9	somatosensory	neuron	gw22t	0.42059	0	0.18	1.27439	0.836	0.656	0.33003
CAPZA2	somatosensory	neuron	gw22t	0.42013	0	0.186	1.40969	0.64	0.454	0.29803
UBE2N	somatosensory	neuron	gw22t	0.4199	0	0.171	1.45844	0.544	0.373	0.28791
STRAP	somatosensory	neuron	gw22t	0.4123	0	0.152	1.53146	0.438	0.286	0.26922
RTN3	somatosensory	neuron	gw22t	0.41035	0	0.158	1.27719	0.728	0.57	0.32129
RPL3	somatosensory	neuron	gw22t	0.4053	0	0.002	1.00201	0.999	0.997	0.40449
MSRA	somatosensory	neuron	gw22t	0.40384	0	0.12	1.48582	0.367	0.247	0.2718
ALDOA	somatosensory	neuron	gw22t	0.40035	0	0.178	1.44723	0.576	0.398	0.27663
PGAM1	somatosensory	neuron	gw22t	0.39851	0	0.142	1.54826	0.401	0.259	0.25739
SRI	somatosensory	neuron	gw22t	0.39747	0	0.156	1.39097	0.555	0.399	0.28575
COX7A2L	somatosensory	neuron	gw22t	0.39532	0	0.149	1.29505	0.654	0.505	0.30525
FKBP8	somatosensory	neuron	gw22t	0.3939	0	0.15	1.39787	0.527	0.377	0.28179
ARF4	somatosensory	neuron	gw22t	0.38775	0	0.137	1.36243	0.515	0.378	0.2846
MTSS1	somatosensory	neuron	gw22t	0.38373	0	0.144	1.41982	0.487	0.343	0.27027
FDPS	somatosensory	neuron	gw22t	0.38186	0	0.177	1.43276	0.586	0.409	0.26652
AP1S1	somatosensory	neuron	gw22t	0.37909	0	0.172	1.38651	0.617	0.445	0.27342
GABARAPL2	somatosensory	neuron	gw22t	0.3765	0	0.144	1.20779	0.837	0.693	0.31172
EIF4A2	somatosensory	neuron	gw22t	0.37602	0	0.106	1.12544	0.951	0.845	0.33411
EIF3H	somatosensory	neuron	gw22t	0.37571	0	0.16	1.3071	0.681	0.521	0.28744
SNAP25	somatosensory	neuron	gw22t	0.37404	0	0.169	1.4132	0.578	0.409	0.26468
SATB2	somatosensory	neuron	gw22t	0.37207	0	0.168	1.32245	0.689	0.521	0.28135
CSNK2B	somatosensory	neuron	gw22t	0.37173	0	0.123	1.48046	0.379	0.256	0.25109
ATAT1	somatosensory	neuron	gw22t	0.37048	0	0.176	1.40459	0.611	0.435	0.26376
EEF1A1	somatosensory	neuron	gw22t	0.36548	0	0.004	1.00402	0.999	0.995	0.36402
ARPC5	somatosensory	neuron	gw22t	0.36503	0	0.15	1.23585	0.786	0.636	0.29537
PABPC1	somatosensory	neuron	gw22t	0.364	0	0.177	1.40503	0.614	0.437	0.25907
TUBB	somatosensory	neuron	gw22t	0.35875	0	0.006	1.0060500000000001	0.997	0.991	0.35659
NDUFV2	somatosensory	neuron	gw22t	0.35405	0	0.146	1.37726	0.533	0.387	0.25707
LDHB	somatosensory	neuron	gw22t	0.35111	0	0.134	1.20334	0.793	0.659	0.29178
SLC25A6	somatosensory	neuron	gw22t	0.34582	0	0.152	1.21965	0.844	0.692	0.28354
CXADR	somatosensory	neuron	gw22t	0.34288	0	0.149	1.36881	0.553	0.404	0.2505
RPL4	somatosensory	neuron	gw22t	0.33758	0	0.038	1.0406	0.974	0.936	0.32441
TSC22D1	somatosensory	neuron	gw22t	0.33568	0	0.129	1.19785	0.781	0.652	0.28024
NNAT	somatosensory	neuron	gw22t	0.33567	0	0.048	1.0515	0.98	0.932	0.31923
RPS3	somatosensory	neuron	gw22t	0.3352	0	0.014	1.01426	0.996	0.982	0.33048
NPM1	somatosensory	neuron	gw22t	0.33047	0	0.145	1.25217	0.72	0.575	0.26392
NME1	somatosensory	neuron	gw22t	0.32558	0	0.132	1.23656	0.69	0.558	0.2633
GAPDH	somatosensory	neuron	gw22t	0.32163	0	0.045	1.04818	0.979	0.934	0.30685
H3F3B	somatosensory	neuron	gw22t	0.32067	0	0.08	1.09111	0.958	0.878	0.29389
GNB2L1	somatosensory	neuron	gw22t	0.32062	0	0.043	1.04579	0.982	0.939	0.30658
RPL15	somatosensory	neuron	gw22t	0.3196	0	0.001	1.001	0.999	0.998	0.31929
HSP90AA1	somatosensory	neuron	gw22t	0.31408	0	0.058	1.06576	0.94	0.882	0.2947
SUMO2	somatosensory	neuron	gw22t	0.31199	0	0.043	1.04699	0.958	0.915	0.29799
RPS4X	somatosensory	neuron	gw22t	0.30628	0	0	1	1	1	0.30628
PEBP1	somatosensory	neuron	gw22t	0.29864	0	0.046	1.05134	0.942	0.896	0.28406
PBX1	somatosensory	neuron	gw22t	0.29816	0	0.122	1.19033	0.763	0.641	0.25049
RPL7	somatosensory	neuron	gw22t	0.29058	0	0.001	1.001	0.999	0.998	0.29029
CIRBP	somatosensory	neuron	gw22t	0.28678	0	0.082	1.0975	0.923	0.841	0.26131
RPS3A	somatosensory	neuron	gw22t	0.28612	0	0	1	1	1	0.28613
RPSA	somatosensory	neuron	gw22t	0.28204	0	0.038	1.04021	0.983	0.945	0.27114
STMN4	somatosensory	neuron	gw22t	0.27271	0	0.045	1.05282	0.897	0.852	0.25903
RPS5	somatosensory	neuron	gw22t	0.27173	0	0.007	1.00706	0.998	0.991	0.26983
RPL8	somatosensory	neuron	gw22t	0.26873	0	0.015	1.01527	0.997	0.982	0.26469
CSRP2	somatosensory	neuron	gw22t	0.26719	0	0.038	1.04241	0.934	0.896	0.25632
TUBA1A	somatosensory	neuron	gw22t	0.25385	0	0	1	1	1	0.25385
H1FX	somatosensory	neuron	gw25	4.03107	0	0.525	3.44184	0.74	0.215	1.17119
ZFHX4	somatosensory	neuron	gw25	3.14486	0	0.128	6.81787	0.15	0.022	0.46127
SYNE2	somatosensory	neuron	gw25	2.95161	0	0.273	3.57544	0.379	0.106	0.82552
HIST1H1E	somatosensory	neuron	gw25	2.88475	0	0.136	6.66639	0.16	0.024	0.43273
HIST1H4C	somatosensory	neuron	gw25	2.83015	0	0.486	2.4169	0.829	0.343	1.17098
EMX2	somatosensory	neuron	gw25	2.72455	0	0.178	4.70824	0.226	0.048	0.57868
ZBTB20	somatosensory	neuron	gw25	2.65151	0	0.241	3.83525	0.326	0.085	0.69135
HTRA1	somatosensory	neuron	gw25	2.63941	0	0.15	5.68732	0.182	0.032	0.46409
SFRP1	somatosensory	neuron	gw25	2.46006	0	0.102	5.85686	0.123	0.021	0.42003
MROH8	somatosensory	neuron	gw25	2.34602	0	0.09	3.64695	0.124	0.034	0.64328
POU3F2	somatosensory	neuron	gw25	2.26603	0	0.431	2.16172	0.802	0.371	1.04825
FJX1	somatosensory	neuron	gw25	2.22215	0	0.223	3.78745	0.303	0.08	0.58671
MAP2K2	somatosensory	neuron	gw25	1.98273	0	0.208	3.81076	0.282	0.074	0.5203
PPP1R14B	somatosensory	neuron	gw25	1.81237	0	0.253	3.38676	0.359	0.106	0.53513
BASP1	somatosensory	neuron	gw25	1.77073	0	0.316	1.47806	0.977	0.661	1.19801
SRRM2	somatosensory	neuron	gw25	1.76806	0	0.334	2.4585	0.563	0.229	0.71916
PLPPR3	somatosensory	neuron	gw25	1.76226	0	0.217	3.71245	0.297	0.08	0.47469
CUX1	somatosensory	neuron	gw25	1.75823	0	0.22	3.31575	0.315	0.095	0.53027
PALMD	somatosensory	neuron	gw25	1.71207	0	0.217	2.22598	0.394	0.177	0.76913
IER5	somatosensory	neuron	gw25	1.63298	0	0.095	5.52355	0.116	0.021	0.29564
FMNL2	somatosensory	neuron	gw25	1.57363	0	0.203	3.0714	0.301	0.098	0.51235
CHRDL1	somatosensory	neuron	gw25	1.55231	0	0.094	5.27249	0.116	0.022	0.29442
HNRNPD	somatosensory	neuron	gw25	1.51122	0	0.306	2.3909	0.526	0.22	0.63207
PLXNA2	somatosensory	neuron	gw25	1.49711	0	0.22	2.42856	0.374	0.154	0.61646
MAFB	somatosensory	neuron	gw25	1.49601	0	0.11	4.14274	0.145	0.035	0.36112
NFIB	somatosensory	neuron	gw25	1.49453	0	0.357	2.00847	0.711	0.354	0.74412
SOX4	somatosensory	neuron	gw25	1.48253	0	0.249	1.34487	0.971	0.722	1.10236
KDM1A	somatosensory	neuron	gw25	1.46105	0	0.237	2.9426	0.359	0.122	0.49652
UBE2S	somatosensory	neuron	gw25	1.45584	0	0.191	3.14603	0.28	0.089	0.46275
NETO2	somatosensory	neuron	gw25	1.43912	0	0.269	2.19555	0.494	0.225	0.65547
BHLHE22	somatosensory	neuron	gw25	1.43867	0	0.279	1.92383	0.581	0.302	0.74781
RP11-436D23.1	somatosensory	neuron	gw25	1.43357	0	0.115	3.09085	0.17	0.055	0.46381
MEIS2	somatosensory	neuron	gw25	1.41414	0	0.33	1.62977	0.854	0.524	0.8677
RALBP1	somatosensory	neuron	gw25	1.41401	0	0.171	3.13746	0.251	0.08	0.45069
RPS21	somatosensory	neuron	gw25	1.39063	0	0.405	2.04381	0.793	0.388	0.68041
UNC5D	somatosensory	neuron	gw25	1.37286	0	0.129	3.57993	0.179	0.05	0.38349
YPEL3	somatosensory	neuron	gw25	1.35877	0	0.237	2.59059	0.386	0.149	0.5245
PTPRZ1	somatosensory	neuron	gw25	1.34068	0	0.319	2.1038	0.608	0.289	0.63727
VCAN	somatosensory	neuron	gw25	1.33559	0	0.3	2.05633	0.584	0.284	0.6495
ENC1	somatosensory	neuron	gw25	1.3331	0	0.226	1.32753	0.916	0.69	1.00419
BTG1	somatosensory	neuron	gw25	1.32747	0	0.3	1.91743	0.627	0.327	0.69232
NRIP1	somatosensory	neuron	gw25	1.28407	0	0.167	2.87637	0.256	0.089	0.44642
CCND2	somatosensory	neuron	gw25	1.27107	0	0.239	2.32776	0.419	0.18	0.54605
SPIRE1	somatosensory	neuron	gw25	1.21963	0	0.196	2.47367	0.329	0.133	0.49305
PDCD7	somatosensory	neuron	gw25	1.20444	0	0.16	3.02528	0.239	0.079	0.39812
FAM13A	somatosensory	neuron	gw25	1.20266	0	0.204	2.07935	0.393	0.189	0.57838
ARL4C	somatosensory	neuron	gw25	1.19962	0	0.189	2.41043	0.323	0.134	0.49768
DOK6	somatosensory	neuron	gw25	1.17749	0	0.142	2.75305	0.223	0.081	0.4277
MXI1	somatosensory	neuron	gw25	1.1721	0	0.183	2.61945	0.296	0.113	0.44746
CTXN1	somatosensory	neuron	gw25	1.16433	0	0.205	2.69419	0.326	0.121	0.43216
PRSS12	somatosensory	neuron	gw25	1.15924	0	0.186	2.26529	0.333	0.147	0.51174
FYN	somatosensory	neuron	gw25	1.15796	0	0.197	2.31332	0.347	0.15	0.50056
CTB-50L17.10	somatosensory	neuron	gw25	1.1467	0	0.128	3.20684	0.186	0.058	0.35758
TRIM24	somatosensory	neuron	gw25	1.13611	0	0.175	2.60548	0.284	0.109	0.43605
BRI3	somatosensory	neuron	gw25	1.12751	0	0.175	2.71566	0.277	0.102	0.41519
R3HDM2	somatosensory	neuron	gw25	1.12651	0	0.205	2.37582	0.354	0.149	0.47415
FRMD4B	somatosensory	neuron	gw25	1.12501	0	0.181	1.82648	0.4	0.219	0.61594
PAXBP1	somatosensory	neuron	gw25	1.11067	0	0.114	3.11105	0.168	0.054	0.35701
STX2	somatosensory	neuron	gw25	1.10523	0	0.113	3.05449	0.168	0.055	0.36184
RPL37	somatosensory	neuron	gw25	1.09675	0	0.231	1.31132	0.973	0.742	0.83637
CTCF	somatosensory	neuron	gw25	1.07631	0	0.177	2.31109	0.312	0.135	0.46571
NFIX	somatosensory	neuron	gw25	1.03901	0	0.281	1.67064	0.7	0.419	0.62192
AC004158.3	somatosensory	neuron	gw25	1.03686	0	0.198	2.2073	0.362	0.164	0.46974
EZR	somatosensory	neuron	gw25	1.03648	0	0.14	1.99999	0.28	0.14	0.51824
BRD7	somatosensory	neuron	gw25	1.0308	0	0.138	2.83996	0.213	0.075	0.36296
HES6	somatosensory	neuron	gw25	1.02289	0	0.227	1.67159	0.565	0.338	0.61192
CADM2	somatosensory	neuron	gw25	1.00628	0	0.229	1.8609	0.495	0.266	0.54075
CEP85L	somatosensory	neuron	gw25	0.9941	0	0.141	2.45358	0.238	0.097	0.40516
CLMP	somatosensory	neuron	gw25	0.99256	0	0.228	1.87022	0.49	0.262	0.53072
MAP6	somatosensory	neuron	gw25	0.98543	0	0.222	1.99551	0.445	0.223	0.49382
AP2B1	somatosensory	neuron	gw25	0.96405	0	0.259	1.93501	0.536	0.277	0.49822
RPS29	somatosensory	neuron	gw25	0.95931	0	0.158	1.18945	0.992	0.834	0.80652
TXNDC16	somatosensory	neuron	gw25	0.95701	0	0.112	2.74996	0.176	0.064	0.34801
DDX39B	somatosensory	neuron	gw25	0.95547	0	0.115	2.57531	0.188	0.073	0.37101
NLRP1	somatosensory	neuron	gw25	0.95416	0	0.241	1.8368	0.529	0.288	0.51947
MT-ND3	somatosensory	neuron	gw25	0.94328	0	0.191	1.24773	0.962	0.771	0.75599
SH3RF3	somatosensory	neuron	gw25	0.94028	0	0.095	3.26183	0.137	0.042	0.28827
SMCR5	somatosensory	neuron	gw25	0.92626	0	0.095	3.02121	0.142	0.047	0.30659
PHLDA1	somatosensory	neuron	gw25	0.92441	0	0.098	2.5806	0.16	0.062	0.35822
MAPK6	somatosensory	neuron	gw25	0.91874	0	0.184	2.04544	0.36	0.176	0.44917
CCDC71L	somatosensory	neuron	gw25	0.91839	0	0.139	2.9577	0.21	0.071	0.31051
SMAP2	somatosensory	neuron	gw25	0.90608	0	0.117	3.29405	0.168	0.051	0.27507
MZT2B	somatosensory	neuron	gw25	0.89726	0	0.244	1.71976	0.583	0.339	0.52174
PNRC1	somatosensory	neuron	gw25	0.89274	0	0.156	2.03999	0.306	0.15	0.43762
TUSC1	somatosensory	neuron	gw25	0.89026	0	0.094	3.41017	0.133	0.039	0.26106
AKAP8L	somatosensory	neuron	gw25	0.88919	0	0.136	2.49448	0.227	0.091	0.35646
CDH4	somatosensory	neuron	gw25	0.88341	0	0.132	2.31998	0.232	0.1	0.38079
URI1	somatosensory	neuron	gw25	0.87995	0	0.119	2.91931	0.181	0.062	0.30142
RASL10A	somatosensory	neuron	gw25	0.87712	0	0.173	1.80464	0.388	0.215	0.48603
RPL38	somatosensory	neuron	gw25	0.87188	0	0.187	1.23731	0.975	0.788	0.70466
MLLT3	somatosensory	neuron	gw25	0.86983	0	0.242	1.74233	0.568	0.326	0.49923
GADD45G	somatosensory	neuron	gw25	0.86915	0	0.11	2.29409	0.195	0.085	0.37887
SEMA3C	somatosensory	neuron	gw25	0.86562	0	0.173	1.8122	0.386	0.213	0.47766
SAT1	somatosensory	neuron	gw25	0.86533	0	0.171	1.70081	0.415	0.244	0.50876999999999994
PKIA	somatosensory	neuron	gw25	0.86526	0	0.244	1.55707	0.682	0.438	0.5557
ENHO	somatosensory	neuron	gw25	0.86158	0	0.117	2.79996	0.182	0.065	0.30771
FAM107B	somatosensory	neuron	gw25	0.85759	0	0.164	2.26152	0.294	0.13	0.37921
EPB41L3	somatosensory	neuron	gw25	0.85722	0	0.084	2.67995	0.134	0.05	0.31986
SMARCC1	somatosensory	neuron	gw25	0.85011	0	0.153	2.14178	0.287	0.134	0.39692
NTM	somatosensory	neuron	gw25	0.84684	0	0.209	1.51732	0.613	0.404	0.55811
TRA2B	somatosensory	neuron	gw25	0.84573	0	0.215	1.72881	0.51	0.295	0.4892
SETBP1	somatosensory	neuron	gw25	0.84549	0	0.15	2.18109	0.277	0.127	0.38765
SYP	somatosensory	neuron	gw25	0.84434	0	0.176	1.92631	0.366	0.19	0.43832
SOX5	somatosensory	neuron	gw25	0.84277	0	0.168	2.26314	0.301	0.133	0.37239
YTHDC1	somatosensory	neuron	gw25	0.84178	0	0.2	1.99501	0.401	0.201	0.42194
ISLR2	somatosensory	neuron	gw25	0.82829	0	0.098	3.27899	0.141	0.043	0.25261
AAK1	somatosensory	neuron	gw25	0.82674	0	0.167	1.99404	0.335	0.168	0.41461
GABPB1-AS1	somatosensory	neuron	gw25	0.82367	0	0.217	1.65558	0.548	0.331	0.49751
ZNF804A	somatosensory	neuron	gw25	0.82364	0	0.127	2.49409	0.212	0.085	0.33024
PTP4A2	somatosensory	neuron	gw25	0.81936	0	0.201	1.86265	0.434	0.233	0.43989
JMY	somatosensory	neuron	gw25	0.81925	0	0.126	3.03221	0.188	0.062	0.27018
CNIH2	somatosensory	neuron	gw25	0.81458	0	0.184	2.37312	0.318	0.134	0.34325
FAM89B	somatosensory	neuron	gw25	0.8109	0	0.123	2.59737	0.2	0.077	0.3122
SFPQ	somatosensory	neuron	gw25	0.80125	0	0.227	1.46326	0.717	0.49	0.54758
TMEM161B-AS1	somatosensory	neuron	gw25	0.79923	0	0.219	1.6	0.584	0.365	0.49952
DYNC1I2	somatosensory	neuron	gw25	0.79603	0	0.243	1.41609	0.827	0.584	0.56213
CWF19L2	somatosensory	neuron	gw25	0.79534	0	0.133	2.2547	0.239	0.106	0.35275
BPTF	somatosensory	neuron	gw25	0.78959	0	0.224	1.75675	0.52	0.296	0.44946
MIAT	somatosensory	neuron	gw25	0.78863	0	0.203	1.45211	0.652	0.449	0.54309
MIR99AHG	somatosensory	neuron	gw25	0.78715	0	0.088	2.75994	0.138	0.05	0.28521
RPL37A	somatosensory	neuron	gw25	0.77924	0	0.062	1.06631	0.997	0.935	0.73078
CXXC5	somatosensory	neuron	gw25	0.76761	0	0.082	2.95231	0.124	0.042	0.26
POU3F3	somatosensory	neuron	gw25	0.76425	0	0.197	1.86025	0.426	0.229	0.41083
ANKRD11	somatosensory	neuron	gw25	0.76415	0	0.162	1.87096	0.348	0.186	0.40843
RBM39	somatosensory	neuron	gw25	0.76201	0	0.223	1.54656	0.631	0.408	0.49271
RPS28	somatosensory	neuron	gw25	0.75548	0	0.176	1.21809	0.983	0.807	0.62022
PRPF4B	somatosensory	neuron	gw25	0.75535	0	0.163	1.89559	0.345	0.182	0.39848
POLR2J3	somatosensory	neuron	gw25	0.75523	0	0.164	1.60294	0.436	0.272	0.47115
FOS	somatosensory	neuron	gw25	0.75398	0	0.212	1.59052	0.571	0.359	0.47404
AMER2	somatosensory	neuron	gw25	0.75293	0	0.173	2.05487	0.337	0.164	0.36641
LINC01122	somatosensory	neuron	gw25	0.74972	0	0.132	2.0476	0.258	0.126	0.36614
CAMK2N1	somatosensory	neuron	gw25	0.74436	0	0.224	1.62222	0.584	0.36	0.45886
COL9A2	somatosensory	neuron	gw25	0.74328	0	0.138	1.95171	0.283	0.145	0.38083
CTDNEP1	somatosensory	neuron	gw25	0.74141	0	0.126	2.55552	0.207	0.081	0.29012
MMP17	somatosensory	neuron	gw25	0.74006	0	0.102	2.69996	0.162	0.06	0.2741
IGDCC3	somatosensory	neuron	gw25	0.73668	0	0.087	2.29847	0.154	0.067	0.32051
KIAA1211	somatosensory	neuron	gw25	0.73539	0	0.11	2.92977	0.167	0.057	0.251
NES	somatosensory	neuron	gw25	0.73292	0	0.095	2.82687	0.147	0.052	0.25927
MYEF2	somatosensory	neuron	gw25	0.73193	0	0.188	1.85067	0.409	0.221	0.39549
HP1BP3	somatosensory	neuron	gw25	0.7314	0	0.245	1.53728	0.701	0.456	0.47578
TSR3	somatosensory	neuron	gw25	0.72883	0	0.095	2.55734	0.156	0.061	0.28499
ARHGAP18	somatosensory	neuron	gw25	0.72868	0	0.07	2.6666	0.112	0.042	0.27326
TMPO	somatosensory	neuron	gw25	0.72679	0	0.094	2.30552	0.166	0.072	0.31524
FNBP1L	somatosensory	neuron	gw25	0.72636	0	0.218	1.48879	0.664	0.446	0.48789
NMT1	somatosensory	neuron	gw25	0.72488	0	0.113	2.66173	0.181	0.068	0.27233
ZC3H8	somatosensory	neuron	gw25	0.72182	0	0.115	2.22338	0.209	0.094	0.32465
CTTNBP2	somatosensory	neuron	gw25	0.72093	0	0.168	1.8842	0.358	0.19	0.38262
KHDRBS1	somatosensory	neuron	gw25	0.71806	0	0.206	1.44782	0.666	0.46	0.49596
CALD1	somatosensory	neuron	gw25	0.71494	0	0.11	2.39237	0.189	0.079	0.29884
KPNA4	somatosensory	neuron	gw25	0.71468	0	0.13	2.10168	0.248	0.118	0.34005
NEUROD2	somatosensory	neuron	gw25	0.71412	0	0.187	1.2754	0.866	0.679	0.55992
WDR70	somatosensory	neuron	gw25	0.71412	0	0.107	2.2588	0.192	0.085	0.31615
KLF3	somatosensory	neuron	gw25	0.71204	0	0.106	2.04948	0.207	0.101	0.34742
SYNRG	somatosensory	neuron	gw25	0.71028	0	0.108	2.22725	0.196	0.088	0.3189
NDUFA3	somatosensory	neuron	gw25	0.70702	0	0.203	1.73021	0.481	0.278	0.40863
IFI44	somatosensory	neuron	gw25	0.70451	0	0.076	2.40736	0.13	0.054	0.29265
