gene	individual	area	region	stage	cell_type	p_val_adj	avg_logfc	gene.score	enrichment_ratio	pct.1	pct.2
MEGF10	gw19	temporal	temporal	mid	rg	0	0.28732	0.62086	2.16084	0.309	0.143
MEIS2	gw19	pfc	pfc	mid	neuron	0	0.29188	0.37482	1.28412	0.922	0.718
MEIS2	gw19	motor	msp	mid	neuron	0	0.29807	0.35074	1.1767	0.899	0.764
METAP2	gw19	somatosensory	msp	mid	rg	0	0.3455	0.34623	1.00212	0.473	0.472
METRN	gw19	somatosensory	msp	mid	rg	0	0.84184	2.31675	2.752	0.344	0.125
METTL3	gw19	temporal	temporal	mid	rg	0	0.25347	0.51529	2.03289	0.309	0.152
METTL9	gw19	parietal	msp	mid	ipc	0	0.67638	1.81669	2.6859	0.419	0.156
METTL9	gw19	pfc	pfc	mid	ipc	0	0.514	1.18881	2.31288	0.377	0.163
METTL9	gw19	parietal	msp	mid	neuron	0	0.44843	0.70151	1.56438	0.571	0.365
METTL9	gw19	pfc	pfc	mid	neuron	0	0.51358	1.11632	2.17361	0.626	0.288
METTL9	gw19	parietal	msp	mid	rg	0	0.61415	1.45886	2.37542	0.715	0.301
METTL9	gw19	pfc	pfc	mid	rg	0	0.52366	1.28778	2.45921	0.814	0.331
MEX3A	gw19	somatosensory	msp	mid	rg	0	0.37518	0.40965	1.09189	0.404	0.37
MFGE8	gw19	temporal	temporal	mid	rg	0	0.37322	0.63429	1.69948	0.656	0.386
MFGE8	gw19	parietal	msp	mid	rg	1e-5	0.35298	0.48459	1.37284	0.556	0.405
MFSD10	gw19	temporal	temporal	mid	neuron	0	0.25307	0.34813	1.37559	0.293	0.213
MFSD10	gw19	temporal	temporal	mid	rg	0	0.33209	0.63219	1.9037	0.514	0.27
MGAT4C	gw19	motor	msp	mid	rg	0.0015	0.26344	0.39156	1.48634	0.272	0.183
MGAT4C	gw19	temporal	temporal	mid	rg	0	0.29974	0.59437	1.98295	0.349	0.176
MGLL	gw19	temporal	temporal	mid	rg	0	0.30729	0.48427	1.57594	0.498	0.316
MGST3	gw19	v1	v1	mid	ipc	0	0.25009	0.36169	1.44625	0.444	0.307
MGST3	gw19	pfc	pfc	mid	neuron	0	0.25211	0.33026	1.31002	0.693	0.529
MGST3	gw19	pfc	pfc	mid	rg	8e-5	0.33195	0.42018	1.2658	0.881	0.696
MGST3	gw19	v1	v1	mid	rg	0.00791	0.33038	0.38876	1.17672	0.819	0.696
MIA3	gw19	v1	v1	mid	rg	3e-5	0.29013	0.49286	1.69874	0.406	0.239
MIAT	gw19	temporal	temporal	mid	ipc	0	0.25352	0.33379	1.31662	0.499	0.379
MIAT	gw19	somatosensory	msp	mid	rg	0	0.36799	0.77733	2.11234	0.188	0.089
MIAT	gw19	temporal	temporal	mid	neuron	0	0.30505	0.36076	1.18265	0.641	0.542
MICU2	gw19	pfc	pfc	mid	rg	0	0.29519	0.69257	2.34615	0.366	0.156
MICU2	gw19	temporal	temporal	mid	rg	0	0.3667	0.92213	2.51471	0.342	0.136
MICU2	gw19	pfc	pfc	mid	ipc	0	0.32552	0.75625	2.32321	0.23	0.099
MID1	gw19	temporal	temporal	mid	rg	0	0.26277	0.46786	1.78048	0.438	0.246
MIF	gw19	v1	v1	mid	ipc	0	0.45334	0.74631	1.64626	0.726	0.441
MIF	gw19	parietal	msp	mid	neuron	0	0.43406	0.69449	1.6	0.872	0.545
MIF	gw19	v1	v1	mid	neuron	0	0.64437	1.15643	1.79468	0.944	0.526
MIF	gw19	somatosensory	msp	mid	rg	0	0.3638	0.38936	1.07027	0.792	0.74
MIF	gw19	v1	v1	mid	rg	0	0.27698	0.35782	1.29189	0.956	0.74
MIR137HG	gw19	temporal	temporal	mid	neuron	0	0.31606	0.79892	2.52774	0.182	0.072
MIR99AHG	gw19	motor	msp	mid	rg	0	0.33243	0.44585	1.34118	0.57	0.425
MIR99AHG	gw19	pfc	pfc	mid	rg	0	0.36531	0.66946	1.83257	0.799	0.436
MIR99AHG	gw19	v1	v1	mid	rg	5e-5	0.26021	0.38231	1.46925	0.645	0.439
MKRN1	gw19	temporal	temporal	mid	ipc	0	0.3114	0.4671	1.5	0.315	0.21
MKRN1	gw19	parietal	msp	mid	rg	0.01968	0.26102	0.43661	1.67272	0.276	0.165
MLC1	gw19	temporal	temporal	mid	rg	0	0.25481	0.47573	1.86697	0.407	0.218
MLEC	gw19	parietal	msp	mid	rg	0	0.53559	1.61976	3.02424	0.499	0.165
MLEC	gw19	somatosensory	msp	mid	rg	0	0.4545	0.63288	1.39247	0.259	0.186
MLEC	gw19	parietal	msp	mid	ipc	0	0.37936	1.51742	3.99991	0.18	0.045
MLF1	gw19	v1	v1	mid	rg	2e-5	0.2828	0.49489	1.75	0.392	0.224
MLF2	gw19	motor	msp	mid	rg	0	0.27516	0.34988	1.27155	0.59	0.464
MLLT11	gw19	somatosensory	msp	mid	rg	0	0.4837	0.56192	1.16172	0.704	0.606
MLLT3	gw19	somatosensory	msp	mid	rg	0	0.51243	0.80864	1.57803	0.273	0.173
MLLT4	gw19	pfc	pfc	mid	neuron	0	0.28875	0.52547	1.81977	0.313	0.172
MLLT4	gw19	somatosensory	msp	mid	rg	0	0.3951	0.76824	1.94443	0.21	0.108
MOAP1	gw19	temporal	temporal	mid	rg	0	0.32614	0.72053	2.2093	0.38	0.172
MORF4L2	gw19	temporal	temporal	mid	rg	0	0.38623	0.57703	1.494	0.747	0.5
MPDZ	gw19	pfc	pfc	mid	rg	0	0.34998	0.69995	2	0.552	0.276
MPP5	gw19	temporal	temporal	mid	rg	0	0.28175	0.53632	1.90351	0.434	0.228
MPP6	gw19	parietal	msp	mid	neuron	3e-4	0.25939	0.3352	1.29225	0.367	0.284
MPP6	gw19	v1	v1	mid	neuron	0	0.4455	0.81157	1.82171	0.47	0.258
MPPED1	gw19	pfc	pfc	mid	neuron	0	0.25159	0.36589	1.4543	0.541	0.372
MPPED2	gw19	pfc	pfc	mid	ipc	0	0.27202	0.45748	1.68182	0.296	0.176
MPPED2	gw19	pfc	pfc	mid	rg	0	0.31596	0.56729	1.79545	0.711	0.396
MPST	gw19	parietal	msp	mid	rg	0	0.55218	1.57085	2.84483	0.495	0.174
MPST	gw19	parietal	msp	mid	ipc	0	0.42717	1.45088	3.39649	0.197	0.058
MPST	gw19	parietal	msp	mid	neuron	0	0.35386	0.8354	2.3608	0.229	0.097
MRAS	gw19	pfc	pfc	mid	neuron	0	0.29938	0.63682	2.12712	0.251	0.118
MRFAP1	gw19	motor	msp	mid	rg	0	0.25264	0.29142	1.15352	0.819	0.71
MRFAP1	gw19	temporal	temporal	mid	rg	0	0.36343	0.47645	1.31098	0.919	0.701
MRPL12	gw19	motor	msp	mid	neuron	0	0.2825	0.95577	3.38328	0.203	0.06
MRPL18	gw19	motor	msp	mid	rg	1e-5	0.25551	0.3241	1.26842	0.482	0.38
MRPL22	gw19	v1	v1	mid	rg	0	0.29081	0.54065	1.85915	0.396	0.213
MRPL33	gw19	somatosensory	msp	mid	rg	0	0.42273	0.50976	1.20588	0.328	0.272
MRPL41	gw19	v1	v1	mid	neuron	0	0.32902	0.54031	1.64216	0.335	0.204
MRPL41	gw19	somatosensory	msp	mid	rg	0	0.61832	1.07847	1.74419	0.3	0.172
MRPL44	gw19	temporal	temporal	mid	rg	0	0.26819	0.58286	2.17333	0.326	0.15
MRPL47	gw19	motor	msp	mid	rg	0	0.29562	0.40504	1.37013	0.422	0.308
MRPL50	gw19	motor	msp	mid	rg	0	0.33892	0.54196	1.59906	0.339	0.212
MRPL54	gw19	pfc	pfc	mid	rg	0	0.3166	0.76383	2.41259	0.345	0.143
MRPS17	gw19	pfc	pfc	mid	rg	1.1e-4	0.27485	0.67557	2.45794	0.263	0.107
MRPS21	gw19	somatosensory	msp	mid	rg	0	0.38158	0.40267	1.05526	0.592	0.561
MRPS24	gw19	v1	v1	mid	ipc	0	0.43325	1.00499	2.31967	0.283	0.122
MRPS24	gw19	v1	v1	mid	neuron	0	0.54058	1.32989	2.46012	0.401	0.163
MRPS24	gw19	pfc	pfc	mid	rg	0	0.30966	0.74622	2.40984	0.294	0.122
MRPS24	gw19	v1	v1	mid	rg	0	0.51931	1.72317	3.31818	0.365	0.11
MRPS26	gw19	parietal	msp	mid	ipc	0	0.38494	0.74992	1.94815	0.263	0.135
MRPS26	gw19	parietal	msp	mid	neuron	0	0.2666	0.3355	1.25843	0.448	0.356
MRPS26	gw19	parietal	msp	mid	rg	0	0.37678	0.73505	1.95088	0.556	0.285
MRPS28	gw19	v1	v1	mid	rg	0	0.31513	0.61747	1.95939	0.386	0.197
MRPS30	gw19	temporal	temporal	mid	rg	0	0.33314	0.71266	2.13924	0.338	0.158
MRPS34	gw19	parietal	msp	mid	neuron	0	0.46648	0.79171	1.69721	0.426	0.251
MRPS34	gw19	pfc	pfc	mid	neuron	0	0.26481	0.46079	1.74009	0.395	0.227
MRPS34	gw19	parietal	msp	mid	rg	0	0.59241	1.66979	2.81863	0.575	0.204
MRPS34	gw19	pfc	pfc	mid	rg	3e-5	0.25587	0.54905	2.14583	0.515	0.24
MRPS34	gw19	pfc	pfc	mid	ipc	0	0.30145	0.67322	2.23331	0.201	0.09
MRPS34	gw19	parietal	msp	mid	ipc	0	0.43201	1.28547	2.97557	0.244	0.082
MRPS6	gw19	motor	msp	mid	rg	0.00801	0.25338	0.31028	1.22453	0.529	0.432
MSMO1	gw19	temporal	temporal	mid	rg	0	0.4323	0.57236	1.32401	0.805	0.608
MSRA	gw19	v1	v1	mid	ipc	0	0.64727	2.38853	3.69014	0.262	0.071
MSRA	gw19	v1	v1	mid	neuron	0	0.407	0.57083	1.40253	0.777	0.554
MSRA	gw19	motor	msp	mid	neuron	0	0.26211	0.30775	1.17414	0.681	0.58
MSRB2	gw19	pfc	pfc	mid	rg	0	0.30339	0.82349000000000006	2.71429	0.361	0.133
MSRB2	gw19	pfc	pfc	mid	ipc	0	0.26916	1.40984	5.23785	0.11	0.021
MSRB2	gw19	pfc	pfc	mid	neuron	0	0.26825	0.83236	3.1029	0.211	0.068
MSRB2	gw19	somatosensory	msp	mid	rg	0	0.39079	0.75315	1.92726	0.212	0.11
MT-ATP8	gw19	v1	v1	mid	ipc	0	0.47301	0.85962	1.81734	0.587	0.323
MT-ATP8	gw19	v1	v1	mid	neuron	0	0.26935	0.35341	1.31209	0.597	0.455
MT-ATP8	gw19	motor	msp	mid	rg	0	0.37423	0.59225	1.58261	0.364	0.23
MT-ATP8	gw19	pfc	pfc	mid	rg	0	0.57147	1.55943	2.72881	0.644	0.236
MT-ATP8	gw19	v1	v1	mid	rg	0	0.58976	1.42971	2.42424	0.56	0.231
MT-CO2	gw19	somatosensory	msp	mid	rg	0	0.33514	0.34062	1.01636	0.994	0.978
MT-CO3	gw19	somatosensory	msp	mid	rg	0	0.253	0.25402	1.00402	1	0.996
MT-CO3	gw19	motor	msp	mid	ipc	0	0.26724	0.26778	1.00201	0.999	0.997
MT-CYB	gw19	motor	msp	mid	ipc	0	0.3286	0.33193	1.01015	0.995	0.985
MT-CYB	gw19	motor	msp	mid	rg	0	0.26436	0.26869	1.01639	0.992	0.976
MT-ND2	gw19	motor	msp	mid	ipc	0	0.28496	0.28731	1.00824	0.979	0.971
MT-ND2	gw19	motor	msp	mid	rg	0	0.28242	0.29078	1.02957	0.975	0.947
MT-ND3	gw19	somatosensory	msp	mid	rg	0	0.50671	0.53879	1.0633	0.991	0.932
MT-ND3	gw19	pfc	pfc	mid	ipc	0	0.27813	0.28624	1.02919	0.952	0.925
MT-ND3	gw19	v1	v1	mid	ipc	0	0.26147	0.27454	1.05	0.966	0.92
MT-ND4	gw19	motor	msp	mid	ipc	0	0.29421	0.2966	1.00811	0.994	0.986
MT-ND4L	gw19	somatosensory	msp	mid	rg	0	0.28075	0.28075	1	0.781	0.781
MT-ND4L	gw19	pfc	pfc	mid	ipc	0	0.2527	0.29235	1.15692	0.811	0.701
MT-ND4L	gw19	pfc	pfc	mid	neuron	0	0.29736	0.34693	1.16667	0.924	0.792
MT-ND4L	gw19	pfc	pfc	mid	rg	8e-5	0.27877999999999997	0.33555	1.20363	0.928	0.771
MT-ND4L	gw19	v1	v1	mid	ipc	0	0.30956	0.38075	1.22998	0.845	0.687
MT-ND4L	gw19	v1	v1	mid	rg	2.5e-4	0.2514	0.29591	1.17708	0.904	0.768
MT1E	gw19	somatosensory	msp	mid	rg	0	0.47366	0.66826	1.41084	0.182	0.129
MT1X	gw19	pfc	pfc	mid	rg	1e-5	0.29336	0.63415	2.16168	0.361	0.167
MT1X	gw19	somatosensory	msp	mid	rg	0	0.29055	0.32815	1.12941	0.192	0.17
MT2A	gw19	somatosensory	msp	mid	rg	0	0.56961	0.69403	1.21843	0.714	0.586
MT3	gw19	somatosensory	msp	mid	rg	0	0.54828	0.69585	1.26915	0.58	0.457
MTCH1	gw19	parietal	msp	mid	ipc	0	0.71829	2.60897	3.63218	0.316	0.087
MTCH1	gw19	parietal	msp	mid	neuron	0	0.45342	0.74829	1.65033	0.505	0.306
MTCH1	gw19	pfc	pfc	mid	neuron	0	0.57089	1.4488	2.53778	0.571	0.225
MTCH1	gw19	parietal	msp	mid	rg	0	0.45557	0.99124	2.17582	0.594	0.273
MTCH1	gw19	pfc	pfc	mid	rg	0	0.29226	0.57092	1.95349	0.588	0.301
MTCH1	gw19	somatosensory	msp	mid	rg	0	0.43486	0.55332	1.27241	0.369	0.29
MTCH1	gw19	pfc	pfc	mid	ipc	0	0.31851	0.78501	2.46462	0.244	0.099
MTDH	gw19	parietal	msp	mid	ipc	0	0.35277	0.59449	1.68519	0.364	0.216
MTDH	gw19	parietal	msp	mid	neuron	0	0.35841	0.51381	1.43357	0.41	0.286
MTDH	gw19	somatosensory	msp	mid	rg	1.2e-4	0.34137	0.34988	1.02493	0.37	0.361
MTG1	gw19	v1	v1	mid	rg	0	0.30509	0.59206	1.94059	0.392	0.202
MTSS1	gw19	motor	msp	mid	neuron	0	0.28647	0.36870000000000003	1.28704	0.695	0.54
MTX2	gw19	motor	msp	mid	rg	2.8e-4	0.25966	0.3633	1.39912	0.319	0.228
MVD	gw19	motor	msp	mid	neuron	0	0.40372	0.76258	1.88889	0.425	0.225
MYADM	gw19	temporal	temporal	mid	rg	0	0.2776	0.62402	2.24793	0.272	0.121
MYDGF	gw19	parietal	msp	mid	rg	0	0.36235	0.68708	1.89615	0.493	0.26
MYDGF	gw19	v1	v1	mid	rg	8e-5	0.26266	0.42921	1.63405	0.451	0.276
MYEOV2	gw19	v1	v1	mid	ipc	0	0.42391	0.7785	1.8365	0.483	0.263
MYEOV2	gw19	v1	v1	mid	neuron	0	0.27861	0.35858	1.28702	0.704	0.547
MYEOV2	gw19	somatosensory	msp	mid	rg	0	0.50436	0.5972	1.18407	0.669	0.565
MYEOV2	gw19	pfc	pfc	mid	neuron	0	0.25441	0.34765	1.36647	0.701	0.513
MYL12A	gw19	motor	msp	mid	rg	0	0.28671	0.40057	1.39711	0.387	0.277
MYL6B	gw19	somatosensory	msp	mid	rg	0	0.30246	0.29303	0.96883	0.373	0.385
MYO10	gw19	v1	v1	mid	rg	0	0.35523	0.45556	1.28244	0.84	0.655
MYO6	gw19	temporal	temporal	mid	rg	0	0.27268	0.45609	1.67261	0.562	0.336
MYT1L	gw19	somatosensory	msp	mid	rg	0	0.43311	1.2425	2.86881	0.175	0.061
MZT2A	gw19	somatosensory	msp	mid	rg	0	0.66271	1.27321	1.92121	0.317	0.165
MZT2A	gw19	parietal	msp	mid	neuron	0	0.25322	0.47376	1.87095	0.232	0.124
MZT2B	gw19	parietal	msp	mid	neuron	0	0.42919	0.90424	2.10687	0.276	0.131
MZT2B	gw19	somatosensory	msp	mid	rg	0	0.99699	2.52941	2.53704	0.548	0.216
MZT2B	gw19	pfc	pfc	mid	ipc	0	0.37498	0.96768	2.58062	0.24	0.093
N4BP2L1	gw19	temporal	temporal	mid	rg	0	0.5233	1.44471	2.76074	0.45	0.163
NAA10	gw19	somatosensory	msp	mid	rg	0	0.26148	0.32861	1.25675	0.186	0.148
NAA38	gw19	somatosensory	msp	mid	rg	0	0.53091	0.75993	1.43137	0.365	0.255
NAE1	gw19	motor	msp	mid	rg	2e-5	0.25426	0.32853	1.29211	0.491	0.38
NAPEPLD	gw19	temporal	temporal	mid	rg	0	0.25021	0.46851	1.87245	0.367	0.196
NASP	gw19	v1	v1	mid	rg	1e-5	0.36464	0.48223	1.32247	0.771	0.583
NAV3	gw19	pfc	pfc	mid	neuron	0	0.25473	0.45128	1.7716	0.287	0.162
NBEAL1	gw19	v1	v1	mid	neuron	0	0.27083	0.44181	1.63128	0.292	0.179
NBEAL1	gw19	v1	v1	mid	rg	0	0.34617	0.84177	2.43165	0.338	0.139
NBPF1	gw19	temporal	temporal	mid	rg	0	0.27658	0.64683	2.33871	0.29	0.124
NBPF14	gw19	motor	msp	mid	rg	0	0.27404	0.3617	1.31988	0.458	0.347
NBPF14	gw19	temporal	temporal	mid	rg	0	0.26764	0.43106	1.61061	0.546	0.339
NCALD	gw19	v1	v1	mid	neuron	0	0.31912	0.48182	1.50987	0.459	0.304
NCAM1	gw19	somatosensory	msp	mid	rg	0	0.34975	0.36549	1.04502	0.441	0.422
NCBP2-AS2	gw19	pfc	pfc	mid	ipc	0	0.27259	0.82332	3.02035	0.148	0.049
NCBP2-AS2	gw19	parietal	msp	mid	ipc	0	0.36025	1.2417	3.44674	0.162	0.047
NCBP2-AS2	gw19	parietal	msp	mid	neuron	0	0.25641	0.4215	1.64382	0.24	0.146
NCOR1	gw19	pfc	pfc	mid	ipc	0	0.34108	0.53543	1.56983	0.562	0.358
NCOR1	gw19	temporal	temporal	mid	ipc	0	0.30587	0.42435	1.38736	0.505	0.364
NCOR1	gw19	pfc	pfc	mid	neuron	0	0.26038	0.36663	1.40805	0.735	0.522
NCOR1	gw19	parietal	msp	mid	rg	0	0.31442	0.50719	1.61312	0.713	0.442
NCOR1	gw19	pfc	pfc	mid	rg	5e-5	0.30111	0.5038	1.67316	0.773	0.462
NCOR1	gw19	temporal	temporal	mid	rg	0	0.31829	0.55313	1.73782	0.749	0.431
NDFIP1	gw19	parietal	msp	mid	ipc	0	0.51146	1.1057	2.16185	0.374	0.173
NDFIP1	gw19	pfc	pfc	mid	ipc	0	0.32483	0.5614	1.72826	0.318	0.184
NDFIP1	gw19	parietal	msp	mid	neuron	0	0.26014	0.32127	1.23501	0.515	0.417
NDFIP1	gw19	pfc	pfc	mid	neuron	0	0.48197	0.94921	1.96942	0.644	0.327
NDFIP1	gw19	parietal	msp	mid	rg	0	0.54171	1.09208	2.016	0.756	0.375
NDFIP1	gw19	pfc	pfc	mid	rg	0	0.48111	0.96937	2.01485	0.814	0.404
NDFIP1	gw19	temporal	temporal	mid	rg	0	0.3772	0.70837	1.87798	0.708	0.377
NDN	gw19	parietal	msp	mid	ipc	0	0.8466	6.4989	7.67647	0.261	0.034
NDN	gw19	parietal	msp	mid	neuron	0	0.42685	0.77648	1.8191	0.362	0.199
NDN	gw19	pfc	pfc	mid	neuron	0	0.53243	1.55133	2.91367	0.405	0.139
NDN	gw19	parietal	msp	mid	rg	0	0.55793	1.97526	3.54032	0.439	0.124
NDN	gw19	somatosensory	msp	mid	rg	0	0.29269	0.43903	1.49999	0.213	0.142
NDP	gw19	motor	msp	mid	neuron	0	0.50099	1.63449	3.2625	0.261	0.08
NDRG2	gw19	temporal	temporal	mid	rg	0	0.30653	0.42122	1.37412	0.786	0.572
NDUFA1	gw19	v1	v1	mid	ipc	0	0.3157	0.50406	1.59661	0.471	0.295
NDUFA1	gw19	somatosensory	msp	mid	rg	0	0.58088	0.73221	1.26052	0.629	0.499
NDUFA1	gw19	pfc	pfc	mid	neuron	0	0.25214	0.3456	1.37065	0.71	0.518
NDUFA11	gw19	somatosensory	msp	mid	rg	0	0.42325	0.66668	1.57515	0.241	0.153
NDUFA12	gw19	pfc	pfc	mid	neuron	0	0.27461	0.37077	1.35018	0.721	0.534
NDUFA13	gw19	v1	v1	mid	ipc	0	0.4062	0.68141	1.67751	0.567	0.338
NDUFA13	gw19	pfc	pfc	mid	neuron	0	0.26671	0.36791	1.37943	0.778	0.564
NDUFA13	gw19	pfc	pfc	mid	rg	0.00409	0.25629	0.38908	1.51816	0.794	0.523
NDUFA13	gw19	v1	v1	mid	rg	0	0.3837	0.61676	1.60742	0.823	0.512
NDUFA2	gw19	v1	v1	mid	ipc	0	0.32272	0.57026	1.76705	0.311	0.176
NDUFA2	gw19	somatosensory	msp	mid	rg	0	0.35314	0.36744	1.04051	0.411	0.395
NDUFA3	gw19	somatosensory	msp	mid	rg	0	0.76384	1.32268	1.73163	0.542	0.313
NDUFA4	gw19	v1	v1	mid	ipc	0	0.25155	0.3297	1.31068	0.81	0.618
NDUFA4	gw19	somatosensory	msp	mid	rg	0	0.29495	0.29694	1.00673	0.897	0.891
NDUFA4	gw19	pfc	pfc	mid	neuron	0	0.54656	0.62994000000000006	1.15256	0.967	0.839
NDUFA5	gw19	temporal	temporal	mid	rg	0	0.27886	0.47147	1.69072	0.656	0.388
NDUFA5	gw19	temporal	temporal	mid	ipc	2e-5	0.25044	0.29637	1.18343	0.4	0.338
NDUFAF2	gw19	somatosensory	msp	mid	rg	0	0.29207	0.34693	1.18784	0.215	0.181
NDUFB1	gw19	somatosensory	msp	mid	rg	0	0.78567	1.3482	1.71598	0.58	0.338
NDUFB11	gw19	v1	v1	mid	ipc	0	0.27301	0.37328	1.36727	0.752	0.55
NDUFB11	gw19	v1	v1	mid	neuron	0	0.33948	0.4226	1.24484	0.905	0.727
NDUFB11	gw19	somatosensory	msp	mid	rg	0	0.41364	0.44886	1.08514	0.65	0.599
NDUFB11	gw19	pfc	pfc	mid	ipc	0	0.29459	0.38701	1.31372	0.737	0.561
NDUFB2	gw19	v1	v1	mid	ipc	0	0.27853	0.40225	1.44417	0.582	0.403
NDUFB2	gw19	somatosensory	msp	mid	rg	0	0.45307	0.49445	1.09132	0.729	0.668
NDUFB2	gw19	v1	v1	mid	neuron	0	0.26523	0.32385	1.22102	0.79	0.647
NDUFB3	gw19	pfc	pfc	mid	neuron	0	0.32427	0.55727	1.71852	0.464	0.27
NDUFB3	gw19	v1	v1	mid	rg	1e-5	0.26957	0.4598	1.7057	0.539	0.316
NDUFB4	gw19	v1	v1	mid	ipc	0	0.31571	0.46423	1.47044	0.597	0.406
NDUFB4	gw19	somatosensory	msp	mid	rg	0	0.41933	0.45367	1.0819	0.568	0.525
NDUFB4	gw19	pfc	pfc	mid	neuron	0	0.31682	0.42064	1.3277	0.786	0.592
NDUFB6	gw19	v1	v1	mid	ipc	0	0.26223	0.41436	1.58011	0.286	0.181
NDUFB7	gw19	v1	v1	mid	ipc	0	0.41917	0.80291	1.91549	0.408	0.213
NDUFB7	gw19	v1	v1	mid	neuron	0	0.27506	0.37371	1.35864	0.519	0.382
NDUFB7	gw19	somatosensory	msp	mid	rg	0	0.47118	0.57869	1.22817	0.436	0.355
NDUFB8	gw19	motor	msp	mid	neuron	0	0.39562	0.87354	2.20805	0.329	0.149
NDUFB8	gw19	somatosensory	msp	mid	rg	0	0.25276	0.34532	1.36619	0.194	0.142
NDUFC1	gw19	v1	v1	mid	ipc	0	0.28699	0.47783	1.66495	0.323	0.194
NDUFC1	gw19	somatosensory	msp	mid	rg	0	0.38742	0.40651	1.04928	0.511	0.487
NDUFC2	gw19	v1	v1	mid	ipc	0	0.31258	0.55234	1.76705	0.311	0.176
NDUFC2	gw19	v1	v1	mid	neuron	0	0.30807	0.43607	1.41547	0.494	0.349
NDUFC2	gw19	somatosensory	msp	mid	rg	0.00985	0.35553	0.39931	1.12313	0.301	0.268
NDUFS5	gw19	somatosensory	msp	mid	rg	0	0.4749	0.53412	1.12469	0.893	0.794
NDUFS5	gw19	pfc	pfc	mid	neuron	0	0.38664	0.43549	1.12633	0.954	0.847
NDUFS6	gw19	v1	v1	mid	neuron	0	0.34923	0.53453	1.53061	0.525	0.343
NDUFS6	gw19	somatosensory	msp	mid	rg	0	0.45829	0.53948	1.17716	0.505	0.429
NDUFS7	gw19	motor	msp	mid	neuron	0	0.2966	0.45104	1.52071	0.514	0.338
NDUFS7	gw19	v1	v1	mid	neuron	0	0.27542	0.39567	1.43658	0.487	0.339
NECAB1	gw19	pfc	pfc	mid	neuron	0	0.30986	0.94345	3.04473	0.204	0.067
NEDD8	gw19	v1	v1	mid	ipc	0	0.25544	0.37904	1.48387	0.414	0.279
NEDD8	gw19	somatosensory	msp	mid	rg	0	0.2924	0.27968	0.95652	0.506	0.529
NEDD9	gw19	motor	msp	mid	neuron	0	0.40109	0.82139	2.0479	0.342	0.167
NEFL	gw19	parietal	msp	mid	neuron	0	0.46411	0.86054	1.85417	0.445	0.24
NEFL	gw19	v1	v1	mid	neuron	0	0.76284	1.7164	2.25	0.504	0.224
NEFM	gw19	parietal	msp	mid	neuron	0	0.49668	0.72789	1.46552	0.68	0.464
NEFM	gw19	temporal	temporal	mid	neuron	0	0.40559	0.5555	1.36961	0.667	0.487
NEFM	gw19	v1	v1	mid	neuron	0	0.49961	0.8127	1.62667	0.732	0.45
NEK6	gw19	parietal	msp	mid	rg	0	0.40017	1.05178	2.62832	0.297	0.113
NENF	gw19	somatosensory	msp	mid	rg	0	0.49707	1.79846	3.61812	0.199	0.055
NES	gw19	parietal	msp	mid	rg	0	0.31663	0.63938	2.01932	0.418	0.207
NES	gw19	somatosensory	msp	mid	rg	0.01023	0.34141	0.39475	1.15625	0.259	0.224
NETO2	gw19	pfc	pfc	mid	neuron	0	0.4475	0.94548	2.11282	0.412	0.195
NETO2	gw19	somatosensory	msp	mid	rg	0	0.38043	1.06019	2.78684	0.17	0.061
NEUROD1	gw19	pfc	pfc	mid	ipc	0	0.29745	0.50352	1.69281	0.259	0.153
NEUROD2	gw19	parietal	msp	mid	ipc	0	0.35781	0.50573	1.41339	0.718	0.508
NEUROD2	gw19	parietal	msp	mid	neuron	0	0.33385	0.38949	1.16667	0.903	0.774
NEUROD2	gw19	somatosensory	msp	mid	rg	0	1.19162	12.37963	10.38889	0.374	0.036
NEUROD6	gw19	parietal	msp	mid	neuron	0	0.2703	0.29825	1.10341	0.971	0.88
NEUROD6	gw19	temporal	temporal	mid	neuron	0	0.25074	0.26959	1.0752	0.958	0.891
NEUROD6	gw19	somatosensory	msp	mid	rg	0	0.87342	2.89103	3.31	0.331	0.1
NEUROG2	gw19	pfc	pfc	mid	neuron	0	0.75724	4.73621	6.25455	0.344	0.055
NFATC2	gw19	v1	v1	mid	rg	0	0.27052	1.57942	5.83852	0.181	0.031
NFE2L2	gw19	parietal	msp	mid	rg	0	0.34612	0.60649	1.75227	0.58	0.331
NFE2L2	gw19	temporal	temporal	mid	rg	0	0.34797	0.63902	1.83642	0.595	0.324
NFIA	gw19	motor	msp	mid	ipc	0	0.27416	0.31931	1.16468	0.587	0.504
NFIA	gw19	motor	msp	mid	neuron	0	0.46048	0.76271	1.65632	0.747	0.451
NFIA	gw19	pfc	pfc	mid	neuron	0	0.70402	1.68344	2.39118	0.813	0.34
NFIB	gw19	temporal	temporal	mid	neuron	0	0.26918	0.33488	1.24408	0.841	0.676
NFIX	gw19	v1	v1	mid	ipc	0	0.29141	0.40325	1.38378	0.768	0.555
NFIX	gw19	v1	v1	mid	neuron	0	0.333	0.42515	1.27672	0.872	0.683
NFIX	gw19	somatosensory	msp	mid	rg	0	0.62558	1.02568	1.63958	0.464	0.283
NFIX	gw19	motor	msp	mid	neuron	0	0.33896	0.39667	1.17024	0.818	0.699
NFKBIA	gw19	parietal	msp	mid	ipc	0	0.2859	0.61944	2.16664	0.208	0.096
NFKBIA	gw19	parietal	msp	mid	rg	0	0.27216	0.73821	2.71247	0.217	0.08
