# From df_markers_by_cell_type_and_indiv.txt.
# Expanded metadata and filtered for excitatory lineage cells (rg, ipc, neuron).
# See `compare_markers_MAST_wilcox.Rmd`
# [2020-11-28]
# 
gene	p_val_adj	avg_logfc	gene.score	gene.ratio	pct.1	pct.2	p_val	stage_area	area	individual	celltype_stage	celltype_region	cell_type	file	stage_region	stage	region
PPP1R16A	0	0.50684	2.0686	4.0814	0.351	0.086	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PLPP3	0	0.58962	1.27538	2.16304	0.597	0.276	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
DDT	0	0.4123	1.33205	3.23077	0.462	0.143	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
IMP3	0	0.454	1.76871	3.89583	0.374	0.096	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
VAMP2	0	0.47164	0.93819	1.98922	0.738	0.371	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
BEX1	0	0.56068	0.87354	1.558	0.779	0.5	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MID1IP1	0	0.39438	1.62737	4.12644	0.359	0.087	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
GAMT	0	0.43406	1.69466	3.90426	0.367	0.094	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PFKL	0	0.38343	1.70245	4.44	0.333	0.075	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ADRM1	0	0.43592	1.35958	3.11888	0.446	0.143	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MAGEF1	0	0.47261	1.32117	2.79545	0.492	0.176	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
DOK5	0	0.45732	0.59285	1.29635	0.923	0.712	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RBM42	0	0.38339	1.81968	4.74627	0.318	0.067	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
C16orf13	0	0.47085	1.46854	3.11888	0.446	0.143	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ILF3	0	0.48238	0.90569	1.87755	0.736	0.392	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FAAP20	0	0.37672	1.29793	3.44538	0.41	0.119	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RNASEH2C	0	0.4705	1.59339	3.38655	0.403	0.119	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
UBE2I	0	0.52056	1.10225	2.11744	0.595	0.281	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PTTG1IP	0	0.45494	1.17829	2.59	0.518	0.2	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ISCA2	0	0.39401	1.4765	3.74737	0.356	0.095	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ATP6AP2	0	0.4565	1.15829	2.53731	0.51	0.201	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
DIO2	0	0.58668	1.99259	3.3964	0.377	0.111	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RARRES2	0	0.4404	1.78847	4.06098	0.333	0.082	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RALY	0	0.39773	1.31508	3.30645	0.41	0.124	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
UQCRC1	0	0.4638	1.23512	2.66304	0.49	0.184	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
XPA	0	0.48562	1.65919	3.41667	0.369	0.108	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
POLE4	0	0.42938	1.30602	3.04167	0.438	0.144	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NXT1	0	0.40427	2.05129	5.07407	0.274	0.054	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ARL6IP6	0	0.43319	1.24088	2.86452	0.444	0.155	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SNX3	0	0.48089	0.84156	1.75	0.728	0.416	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
COMMD7	0	0.43647	1.34524	3.08209	0.413	0.134	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SMAP1	0	0.44033	1.2386	2.8129	0.436	0.155	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CFAP97	0	0.41464	1.03946	2.50691	0.544	0.217	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PDIA6	0	0.50041	0.92818	1.85484	0.69	0.372	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
HINT2	0	0.41652	1.56082	3.74725	0.341	0.091	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ISYNA1	0	0.40987	1.60984	3.92771	0.326	0.083	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CYC1	0	0.33263	0.94399	2.83799	0.508	0.179	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
BAD	0	0.38092	1.23876	3.25203	0.4	0.123	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
TOP1	0	0.45924	1.04355	2.27236	0.559	0.246	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RTN1	0	0.47962	0.85018	1.77262	0.764	0.431	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RCN1	0	0.3819	0.87529	2.29197	0.628	0.274	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CSNK1A1	0	0.45166	0.87313	1.93313	0.636	0.329	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
HSPB1	0	0.45311	0.76741	1.69365	0.774	0.457	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PDLIM4	0	0.37198	1.98652	5.34043	0.251	0.047	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FERMT2	0	0.45009	1.25426	2.78667	0.418	0.15	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CRYAB	0	0.71257	2.82323	3.96203	0.313	0.079	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MZT2A	0	0.3865	0.88365	2.28629	0.567	0.248	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PON2	0	0.48096	0.7562	1.57227	0.805	0.512	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
VKORC1	0	0.34862	1.23499	3.54255	0.333	0.094	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MPST	0	0.38756	1.17135	3.02239	0.405	0.134	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CCND2	0	0.43423	0.59948	1.38057	0.867	0.628	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
BCKDK	0	0.35283	1.58483	4.4918	0.274	0.061	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PHYHIPL	0	0.41059	0.8875	2.16154	0.562	0.26	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
TMEM134	0	0.35651	1.57884	4.42857	0.279	0.063	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ALKBH7	0	0.37422	0.9549	2.55172	0.518	0.203	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
INTU	0	0.44818	0.85503	1.90778	0.662	0.347	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RTF1	0	0.44803	0.76343	1.70396	0.731	0.429	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PAPOLA	0	0.41571	0.8275	1.99054	0.631	0.317	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PSMA7	0	0.42341	0.59534	1.40604	0.838	0.596	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MRPL57	0	0.45365	1.02616	2.26201	0.518	0.229	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PMP2	0	0.71351	2.05001	2.87313	0.385	0.134	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CTSD	0	0.35177	1.66765	4.74074	0.256	0.054	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ENOPH1	0	0.4116	1.06729	2.59302	0.446	0.172	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
BNIP3	0	0.33982	0.82021	2.41364	0.531	0.22	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
C1orf122	0	0.39524	1.21164	3.06557	0.374	0.122	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CACYBP	0	0.45519	0.97489	2.14173	0.544	0.254	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
P4HB	0	0.3656	1.06334	2.90845	0.413	0.142	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ZNF302	0	0.42311	1.08591	2.56647	0.444	0.173	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RPL8	0	0.34231	0.3551	1.03734	1	0.964	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
JOSD2	0	0.36919	1.52634	4.13433	0.277	0.067	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ARHGDIA	0	0.39693	1.05683	2.6625	0.426	0.16	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
TMED2	0	0.34313	0.83309	2.42788	0.505	0.208	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FAM69C	0	0.34835	1.33606	3.83544	0.303	0.079	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
QDPR	0	0.36721	1.06465	2.89928	0.403	0.139	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
C8orf33	0	0.36402	1.05514	2.89855	0.4	0.138	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NFKBIL1	0	0.33729	1.50616	4.46552	0.259	0.058	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
WHSC1L1	0	0.4162	0.8025	1.92814	0.644	0.334	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CCDC107	0	0.37981	1.30334	3.43158	0.326	0.095	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ID2	0	0.49224	0.68087	1.38319	0.823	0.595	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NCBP2-AS2	0	0.31965	1.50352	4.7037	0.254	0.054	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ADPRHL2	0	0.34765	1.40571	4.04348	0.279	0.069	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FUS	0	0.41139	0.52518	1.2766	0.9	0.705	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
C20orf27	0	0.4005	1.23312	3.07895	0.351	0.114	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PTGES3	0	0.40986	0.56283	1.37323	0.872	0.635	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
HLA-A	0	0.4982	0.9141	1.83478	0.633	0.345	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SF1	0	0.40889	0.94263	2.30531	0.521	0.226	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MRPL19	0	0.36058	1.00861	2.7972	0.4	0.143	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
WDR18	0	0.40001	1.52437	3.81081	0.282	0.074	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RBCK1	0	0.33108	1.52897	4.61818	0.254	0.055	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RGS20	0	0.39158	1.19119	3.04202	0.362	0.119	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SIVA1	0	0.45285	1.00244	2.21364	0.487	0.22	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
VIMP	0	0.42007	0.89164	2.12261	0.554	0.261	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
GADD45A	0	0.35341	1.4297	4.04545	0.267	0.066	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ATP1B3	0	0.39718	0.99619	2.5082	0.459	0.183	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FSD1	0	0.27831	1.18506	4.25806	0.264	0.062	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PACSIN3	0	0.35059	1.46458	4.17742	0.259	0.062	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FAM19A5	0	0.35195	1.11125	3.15741	0.341	0.108	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
TRIP6	0	0.34474	1.34942	3.91429	0.274	0.07	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RAB10	0	0.42908	1.03218	2.40556	0.433	0.18	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SLC25A4	0	0.34572	1.0584	3.0614	0.349	0.114	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CDC42EP4	0	0.35521	1.00729	2.83571	0.397	0.14	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
WDR34	0	0.36951	1.17126	3.16981	0.336	0.106	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PUF60	0	0.37463	0.62355	1.66446	0.754	0.453	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SPSB3	0	0.30634	1.0475	3.41935	0.318	0.093	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ARF5	0	0.3183	0.89308	2.80576	0.39	0.139	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
EVI5	0	0.37333	1.08964	2.9187	0.359	0.123	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SNF8	0	0.39884	1.25022	3.13462	0.326	0.104	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RBM17	0	0.35685	0.82461	2.31081	0.513	0.222	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
VDAC2	0	0.41536	0.63683	1.5332	0.762	0.497	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
DDX17	0	0.40609	0.58133	1.43154	0.826	0.577	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
TMEM9B	0	0.3466	0.92203	2.66026	0.415	0.156	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
STK25	0	0.36312	1.09249	3.00862	0.349	0.116	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
CYTH2	0	0.37781	1.1503	3.04464	0.341	0.112	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MED19	0	0.34777	0.95333	2.74126	0.392	0.143	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RAB1A	0	0.40092	0.80038	1.99638	0.551	0.276	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
YIF1A	0	0.34948	0.88085	2.52047	0.431	0.171	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PTPRZ1	0	0.58531	0.60321	1.03059	0.977	0.948	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PHLDA1	0	0.3669	0.78643	2.14344	0.523	0.244	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
UBXN4	0	0.40202	0.60764	1.51145	0.792	0.524	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NT5C	0	0.31548	0.97462	3.08929	0.346	0.112	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
HSPBP1	0	0.31582	1.15663	3.66234	0.282	0.077	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NDUFS6	0	0.37126	0.65511	1.76455	0.667	0.378	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ZCCHC11	0	0.35732	0.72593	2.03158	0.579	0.285	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PARL	0	0.35103	1.13809	3.24211	0.308	0.095	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
PPP2CA	0	0.35993000000000003	0.76694	2.1308	0.505	0.237	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
MKRN1	0	0.31773	0.85229	2.68243	0.397	0.148	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
FBXO21	0	0.32731	0.77675	2.37313	0.477	0.201	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ANKRD35	0	0.33872	1.20289	3.55128	0.277	0.078	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SEPT11	0	0.33495	0.38077	1.13679	0.964	0.848	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
ACADVL	0	0.32622	0.95881	2.93913	0.338	0.115	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RFK	0	0.31713	1.17025	3.69014	0.262	0.071	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NT5C3B	0	0.33337	0.89594	2.6875	0.387	0.144	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
LSM14A	0	0.36406	0.79285	2.17778	0.49	0.225	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
USP1	0	0.37871	0.77813	2.05469	0.526	0.256	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
SMDT1	0	0.39964	0.66313	1.65931	0.677	0.408	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NDUFS7	0	0.37341	0.90259	2.41714	0.423	0.175	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
NUDT16L1	0	0.35805	1.15413	3.2234	0.303	0.094	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
DNTTIP1	0	0.31573	1.21506	3.84848	0.254	0.066	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
RER1	0	0.30061	0.99203	3.3	0.297	0.09	0	mid_v1	v1	gw18	rg_mid	rg_v1	rg	gw18_neocortex_rg_byarea_clustermarkers.txt	mid_v1	mid	v1
